Time,Show,Episode,Youtube Video ID
12:00am,SpongeBob SquarePants,Sandy's Nutty Nieces / Insecurity Guards,
12:30am,Broken Alarm / Karen's Baby,,
1:00am,Teen Titans Go!,Caramel Apples,
1:15am,I See You,,
1:30am,Pirates,,
1:45am,Nature,,
2:00am,Pick a Puppy,See You at the Cottage,
2:30am,Bundles of Joy,,
3:00am,SpongeBob SquarePants,Shell Games / Senior Discount,
3:30am,Mind the Gap / Dirty Bubble Returns,,
4:00am,Teen Titans Go!,Caramel Apples,
4:15am,I See You,,
4:30am,Pirates,,
4:45am,Nature,,
5:00am,Pick a Puppy,See You at the Cottage,
5:30am,Bundles of Joy,,
6:00am,Best & Bester,In the Sky / Best Buddies,
6:30am,Cloudy with a Chance of Meatballs: The Series,Coat of Harms / Earl of My Dreams,
7:00am,Scaredy Squirrel,Not Easy Being Green / The Corgin,
7:30am,SpongeBob SquarePants,Jolly Lodgers / Biddy Sitting,
8:00am,SpongeBob's Big Birthday Blowout,,
8:25am,,,
8:50am,SpongeBob in RandomLand / SpongeBob's Bad Habit,,
9:15am,LEGO DC Super Hero Girls: Brain Drain (2017),,
9:30am,,,
10:00am,,,
10:30am,,,
10:40am,Best & Bester,A Best Too Far,
10:55am,The 3 Amigonauts,Cheese Your Own Adventure / Diffusing Your Lunch,
11:20am,Ollie's Pack,Hollie Monitor / Sister Save Me,
11:45am,Best & Bester,A Best Too Far,
12:00pm,SpongeBob SquarePants,Captain Pipsqueak / Plane to Sea,
12:25pm,The Loud House,A Grave Mistake / Leader of the Rack,
12:50pm,Cloudy with a Chance of Meatballs: The Series,Coat of Harms / Earl of My Dreams,
1:15pm,Scaredy Squirrel,Not Easy Being Green / The Corgin,
1:40pm,The 3 Amigonauts,Cheese Your Own Adventure / Diffusing Your Lunch,
2:05pm,Ollie's Pack,Hollie Monitor / Sister Save Me,
2:30pm,Best & Bester,In the Sky / Best Buddies,
3:00pm,SpongeBob SquarePants,Jolly Lodgers / Biddy Sitting,
3:30pm,SpongeBob's Big Birthday Blowout (Part 1),,
4:00pm,Teen Titans Go!,Knowledge,
4:15pm,Love Monsters / Baby Hands,,
4:45pm,Money Grandma,,
5:00pm,The Loud House,Much Ado About Noshing / Broadcast Blues,
5:30pm,Camped!,,
6:00pm,SpongeBob SquarePants,SpongeBob's Big Birthday Blowout (Part 2),
6:30pm,SpongeBob in RandomLand / SpongeBob's Bad Habit,,
7:00pm,LEGO DC Super Hero Girls: Brain Drain (2017),,
7:30pm,,,
8:00pm,,,
8:30pm,,,
8:45pm,Best & Bester,A Best Too Far,
9:00pm,LEGO DC Super Hero Girls: Brain Drain (2017),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
10:45pm,Best & Bester,A Best Too Far,
11:00pm,Undercover High,Choirs & Quizzes,
11:30pm,Ping Pong & Infomercials,,
