Time,Show,Episode,Image
12:00am,SpongeBob SquarePants,Plankton's Intern / Patrick's Tantrum,""
12:30am,Bubble Bass's Tab / Kooky Cooks,""
1:00am,Escape from Beneath Glove World,""
1:30am,The Loud House,Schooled!,""
2:00am,Bruno & Boots: Go Jump in the Pool (2016),""
2:30am
3:00am
3:30am
4:00am,Fright Krewe,"The Blood Awakening, Part 1",""
4:30am,The Haunting,""
5:00am,The Loud House,The Boss Maybe / Family Bonding,""
5:30am,SpongeBob SquarePants,Who R Zoo? / Kwarantined Krab,""
6:00am,Best & Bester,Tenta-Flakes / Boss Level,""
6:28am,Piñata Smashlings (Shorts),Musical Short - Christmas,""
6:30am,Cloudy with a Chance of Meatballs,Inventors Only / Clock-a-Doodle-Doom,""
7:00am,Scaredy Squirrel,Talented Mr. Peacock / Hiccup Hicdown in Balsatown,""
7:28am,Piñata Smashlings (Shorts),Baking with Berry Boo,""
7:30am,SpongeBob SquarePants,Krusty Koncessionaires / Dream Hoppers,""
8:00am,A Place for Pets / Lockdown for Love,""
8:30am,The Loud House,Strife of the Party / Kernel of Truth,""
8:58am,Piñata Smashlings (Shorts),Musical Short - Christmas,""
9:00am,Despicable Me (2010),""
9:30am
10:00am
10:30am
11:00am,Minions (2015),""
11:30am
12:00pm
12:30pm
1:00pm,Despicable Me (2010),""
1:30pm
2:00pm
2:30pm
3:00pm,SpongeBob SquarePants,Under the Small Top / Squidward's Sick Daze,""
3:30pm,Goofy Scoopers / Pat the Dog,""
4:00pm,Mooned! / Hysterical History,""
4:30pm,"Kreepaway Kamp, Part 1",""
5:00pm,Minions (2015),""
5:30pm
6:00pm
6:30pm
7:00pm,Despicable Me (2010),""
7:30pm
8:00pm
8:30pm
9:00pm,Minions (2015),""
9:30pm
10:00pm
10:30pm
11:00pm,Make It Pop,Fashion 911,""
11:30pm,Spring Fling,""
