Time,Show,Episode,Youtube Video ID
12:00am,SpongeBob SquarePants,The Salty Sponge / Karen for Spot,
12:30am,Mustard O' Mine / Shopping List,,
1:00am,Teen Titans Go!,Teen Titans Vroom,
1:30am,Forest Pirates,,
1:45am,"What's Opera, Titans?",,
2:00am,The Amazing World of Gumball,The Game,
2:15am,The Limit,,
2:30am,The Voice,,
2:45am,The Promise,,
3:00am,SpongeBob SquarePants,The Salty Sponge / Karen for Spot,
3:30am,Mustard O' Mine / Shopping List,,
4:00am,Teen Titans Go!,Teen Titans Vroom,
4:30am,Forest Pirates,,
4:45am,"What's Opera, Titans?",,
5:00am,The Amazing World of Gumball,The Game,
5:15am,The Limit,,
5:30am,The Voice,,
5:45am,The Promise,,
6:00am,Best & Bester,Best Fwends / The Trivialist Pursuit,
6:30am,Cloudy with a Chance of Meatballs: The Series,The Science of the Toot / Mr. Stressup,
7:00am,Mermicorno: Starfall,Song of Ice and Fire Noodles,
7:30am,Scaredy Squirrel,Way of the Fishlips / Golden Paddle,
8:00am,Transformers: Earthspark,Spitfire,
8:30am,SpongeBob SquarePants,Arbor Day Disarray / Ain't That the Tooth,
9:00am,Kamp Koral: SpongeBob's Under Years,Lake Crashers / Boo Light Special,
9:30am,The Patrick Star Show,Driven to Drive / A Patty in Time,
10:00am,Teen Titans Go!,The Bergerac,
10:15am,Snot and Tears,,
10:30am,Campfire!,,
10:45am,What We Learned at Camp,,
11:00am,The Amazing World of Gumball,The Castle,
11:15am,The Boombox,,
11:30am,The Sweaters,,
11:45am,The Tape,,
12:00pm,Shrek the Third (2007),,
12:30pm,,,
1:00pm,,,
1:30pm,,,
2:00pm,SpongeBob SquarePants,Whale Watching / Krusty Kleaners,
2:30pm,Scaredy Squirrel,Coast Is Fear / Madness of King Nutbar,
3:00pm,Best & Bester,Best Fwends / The Trivialist Pursuit,
3:30pm,Cloudy with a Chance of Meatballs: The Series,The Science of the Toot / Mr. Stressup,
4:00pm,Shrek 2 (2002),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,Shrek the Third (2007),,
6:30pm,,,
7:00pm,,,
7:30pm,,,
8:00pm,Shrek the Third (2007),,
8:30pm,,,
9:00pm,,,
9:30pm,,,
10:00pm,Bruno & Boots: Go Jump in the Pool (2016),,
10:30pm,,,
11:00pm,,,
11:30pm,,,
