Time,Show,Episode,Youtube Video ID
12:00am,SpongeBob SquarePants,Patrick's Coupon / Out of the Picture,
12:30am,Chatterbox Gary / Don't Feed the Clowns,,
1:00am,Teen Titans Go!,TV Knight,
1:15am,BBSFBDAY!,,
1:30am,Teen Titans Save Christmas,,
1:45am,The Streak (Part 1),,
2:00am,The Amazing World of Gumball,The Flower / The Banana,
2:30am,The Phone / The Job,,
3:00am,SpongeBob SquarePants,Patrick's Coupon / Out of the Picture,
3:30am,Chatterbox Gary / Don't Feed the Clowns,,
4:00am,Teen Titans Go!,TV Knight,
4:15am,BBSFBDAY!,,
4:30am,Teen Titans Save Christmas,,
4:45am,The Streak (Part 1),,
5:00am,The Amazing World of Gumball,The Flower / The Banana,
5:30am,The Phone / The Job,,
6:00am,Best & Bester,In the Sky / Best Buddies,
6:30am,Cloudy with a Chance of Meatballs: The Series,Sardinee Babies / Party Tron,
7:00am,Mermicorno: Starfall,When You Squish Upon a Star,
7:30am,Scaredy Squirrel,Abracagrandma / Momma Lisa Smile,
8:00am,Transformers: EarthSpark,Control Alt Delete,
8:30am,SpongeBob SquarePants,Feral Friends / Don't Wake Patrick!,
9:00am,Kamp Koral: SpongeBob's Under Years,The Ho! Ho! Horror! / Outhouse Outrage,
9:30am,The Patrick Star Show,"At Home, On the Lam / Pick Patrick's Path",
10:00am,Teen Titans Go!,The Streak (Part 2),
10:15am,Inner Beauty of a Cactus,,
10:30am,Movie Night,,
10:45am,Permanent Record,,
11:00am,The Amazing World of Gumball,Halloween / The Treasure,
11:30am,The Words / The Apology,,
12:00pm,The Smurfs 2 (2013),,
12:30pm,,,
1:00pm,,,
1:30pm,,,
2:00pm,,,
2:15pm,Best & Bester,Get Your Skate On,
2:30pm,Scaredy Squirrel,Abracagrandma / Momma Lisa Smile,
3:00pm,Best & Bester,In the Sky / Best Buddies,
3:30pm,Cloudy with a Chance of Meatballs: The Series,Sardinee Babies / Party Tron,
4:00pm,The Smurfs (2011),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,The Smurfs 2 (2013),,
6:30pm,,,
7:00pm,,,
7:30pm,,,
8:00pm,,,
8:15pm,The Smurfs 2 (2013),,
8:30pm,,,
9:00pm,,,
9:30pm,,,
10:00pm,,,
10:30pm,Mission Yeti (2017)  (continues until 12:30am tomorrow),,
11:00pm,,,
11:30pm,,,
