Time,Show,Episode,Youtube Video ID
12:00am,SpongeBob SquarePants,Swimming Fools / The Goobfather,
12:30am,SquidBird / Allergy Attack,,
1:00am,"Big Top Flop / Sandy, Help Us!",,
1:30am,The Loud House,Camped!,
2:00am,Fireheart (2022),,
2:30am,,,
3:00am,,,
3:30am,,,
4:00am,DreamWorks Dragons: The Nine Realms,Dragons Everywhere,
4:30am,Break in Case of Emergency,,
5:00am,The Loud House,Dad Reputation / Dream a Lily Dream,
5:30am,SpongeBob SquarePants,Spatula of the Heavens / Gary's Playhouse,
6:00am,Best & Bester,Bad Eggs / Out of Bounds,
6:28am,Piñata Smashlings,Gruel's Trap,
6:30am,Cloudy With a Chance of Meatballs,Timmy Rockgood / Swallow Fails,
7:00am,Scaredy Squirrel,Talented Mr. Peacock / Hiccup Hicdown in Balsatown,
7:28am,Piñata Smashlings,Tutti Bel's Gloomy Day,
7:30am,SpongeBob SquarePants,Single Celled Defense / Buff for Puff,
8:00am,We ♥ Hoops / SpongeChovy,,
8:25am,The Loud House,How the Best Was Won / Animal House,
8:50am,The Patrick Star Show,Is There a Director in the House? / Star Cruise,
9:15am,3 Amigonauts,Lanes of Glory / Why So Uptitan?,
9:40am,Ollie's Pack,Unblocking Bernie / Photo Finished,
10:05am,Best & Bester,Bad Eggs / Out of Bounds,
10:30am,Cloudy With a Chance of Meatballs,Timmy Rockgood / Swallow Fails,
10:55am,Scaredy Squirrel,Talented Mr. Peacock / Hiccup Hicdown in Balsatown,
11:20am,3 Amigonauts,Lanes of Glory / Why So Uptitan?,
11:45am,Best & Bester,Bad Eggs,
12:00pm,Bad Eggs / Out of Bounds,,
12:25pm,Cloudy With a Chance of Meatballs,Timmy Rockgood / Swallow Fails,
12:50pm,Scaredy Squirrel,Talented Mr. Peacock / Hiccup Hicdown in Balsatown,
1:15pm,3 Amigonauts,Lanes of Glory / Why So Uptitan?,
1:40pm,Ollie's Pack,Unblocking Bernie / Photo Finished,
2:05pm,Best & Bester,Bad Eggs / Out of Bounds,
2:30pm,Cloudy With a Chance of Meatballs,Timmy Rockgood / Swallow Fails,
3:00pm,SpongeBob SquarePants,BassWard / Squidiot Box,
3:30pm,Blood is Thicker Than Grease / Don't Make Me Laugh,,
4:00pm,The Loud House,How the Best Was Won / Animal House,
4:30pm,Lori Days / In the Mick of Time,,
5:00pm,SpongeBob SquarePants,Single-Celled Defense / Buff for Puff,
5:30pm,The Patrick Star Show,Is There a Director in the House? / Star Cruise,
6:00pm,SpongeBob SquarePants,BassWard / Squidiot Box,
6:30pm,Blood is Thicker Than Grease / Don't Make Me Laugh,,
7:00pm,Monster High 2 (2023),,
7:30pm,,,
8:00pm,,,
8:30pm,,,
9:00pm,Monster High 2 (2023),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,Popularity Papers,Pain in the Bat Mitzvah,
11:30pm,The Athenian Candidate,,
