Time,Show,Episode
12:00am,SpongeBob SquarePants,Big Bad Bubble Bass; Sea-Man Sponge Haters Club
12:30am,Food PBBFT! Truck; Upturn Girls,
1:00am,Say 'Awww!'; Patrick the Mailman,
1:30am,The Loud House,Music to my Fears; Fluff and Foiled
2:00am,Undercover Grandpa (2017),
2:30am,,
3:00am,,
3:30am,,
4:00am,SpongeBob SquarePants,Mind the Gap; Dirty Bubble Returns
4:30am,Jolly Lodgers; Biddy Sitting,
5:00am,The Loud House,Leave No Van Behind; Sponsor Tripped
5:30am,SpongeBob SquarePants,Potato Puff; There Will Be Grease!
6:00am,Best & Bester,Animal Hearts; Beast & Beaster
6:28am,Piñata Smashlings,Dance Days
6:30am,Cloudy With a Chance of Meatballs,Mermaid You Look; Mrs. Tinklebottom
7:00am,Scaredy Squirrel,Water Damage; Life Saver
7:28am,Piñata Smashlings,Order Up
7:30am,SpongeBob SquarePants,Captain Pipsqueak; Plane to Sea
8:00am,Squidferatu; Slappy Daze,
8:25am,The Loud House,Party Fowl; Sleepless in Royal Woods
8:50am,The Patrick Star Show,Home Ecch; Fun and Done
9:15am,The Three Amigonauts,Lanes of Glory; Why So Uptitan?
9:40am,Ollie's Pack,New Kid on Campus; The Chosen One(s)
10:05am,Best & Bester,Animal Hearts; Beast & Beaster
10:30am,Cloudy With a Chance of Meatballs,Mermaid You Look; Mrs. Tinklebottom
10:55am,Scaredy Squirrel,Water Damage; Life Saver
11:20am,The Three Amigonauts,Lanes of Glory; Why So Uptitan?
11:45am,Best & Bester,Power Plant
12:00pm,Animal Hearts; Beast & Beaster,
12:25pm,Cloudy With a Chance of Meatballs,Mermaid You Look; Mrs. Tinklebottom
12:50pm,Scaredy Squirrel,Water Damage; Life Saver
1:15pm,The Three Amigonauts,Lanes of Glory; Why So Uptitan?
1:40pm,Ollie's Pack,New Kid on Campus; The Chosen One(s)
2:05pm,Best & Bester,Animal Hearts; Beast & Beaster
2:30pm,Cloudy With a Chance of Meatballs,Mermaid You Look; Mrs. Tinklebottom
3:00pm,SpongeBob SquarePants,Abandon Twits; Wallhalla
3:30pm,The Salty Sponge; Karen for Spot,
4:00pm,The Loud House,Party Fowl; Sleepless in Royal Woods
4:30pm,Hunn-cut Gems; Can't Lynn Em All,
5:00pm,SpongeBob SquarePants,Captain Pipsqueak; Plane to Sea
5:30pm,The Patrick Star Show,Home Ecch; Fun and Done
6:00pm,SpongeBob SquarePants,Abandon Twits; Wallhalla
6:30pm,The Salty Sponge; Karen for Spot,
7:00pm,Mary and The Witch's Flower (2017),
7:30pm,,
8:00pm,,
8:30pm,,
9:00pm,,
9:15pm,Mary and The Witch's Flower (2017),
9:30pm,,
10:00pm,,
10:30pm,,
11:00pm,,
11:30pm,Make It Pop,The Situation
