Time,Show,Episode,Youtube Video ID
12:00am,SpongeBob SquarePants,Cuddle E. Hugs / Pat the Horse,
12:30am,Cave Dwelling Sponge / The Clam Whisperer,,
1:00am,Teen Titans Go!,Terra-ized / Artful Dodgers,
1:30am,Burger vs. Burrito / Matched,,
2:00am,The Amazing World of Gumball,The Third / The Debt,
2:30am,The Pressure / The Painting,,
3:00am,SpongeBob SquarePants,Cuddle E. Hugs / Pat the Horse,
3:30am,Cave Dwelling Sponge / The Clam Whisperer,,
4:00am,Teen Titans Go!,Terra-ized / Artful Dodgers,
4:30am,Burger vs. Burrito / Matched,,
5:00am,The Amazing World of Gumball,The Third / The Debt,
5:30am,The Pressure / The Painting,,
6:00am,Best & Bester,Stage Struck / Ball Count,
6:30am,Cloudy with a Chance of Meatballs: The Series,The Sardemon / Sardine Fest,
7:00am,Mermicorno: Starfall,Mission Mermicorno,
7:30am,Scaredy Squirrel,A Sticky Situation / Cowlicked,
8:00am,Transformers: EarthSpark,The Battle of Witwicky,
8:30am,SpongeBob SquarePants,Chatterbox Gary / Don't Feed the Clowns,
9:00am,Kamp Koral: SpongeBob's Under Years,"Sugar-Squeeze / Tag, You're It",
9:30am,The Patrick Star Show,"Super Stars / Now Museum, Now You Don't",
10:00am,Teen Titans Go!,Colors of Raven / The Left Leg,
10:30am,Books / Lazy Sunday,,
11:00am,The Amazing World of Gumball,The Responsible / The Dress,
11:30am,The Laziest / The Ghost,,
12:00pm,How to Train Your Dragon 2 (2014),,
12:30pm,,,
1:00pm,,,
1:30pm,,,
2:00pm,,,
2:15pm,Best & Bester,Taken to the Cleaners,
2:30pm,Scaredy Squirrel,The Sardemon / Sardine Fest,
3:00pm,Best & Bester,Stage Struck / Ball Count,
3:30pm,Cloudy with a Chance of Meatballs: The Series,A Sticky Situation / Cowlicked,
4:00pm,Cats & Dogs: The Revenge of Kitty Galore (2010),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
5:45pm,Best & Bester,Taken to the Cleaners,
6:00pm,How to Train Your Dragon 2 (2014),,
6:30pm,,,
7:00pm,,,
7:30pm,,,
8:00pm,,,
8:15pm,How to Train Your Dragon 2 (2014),,
8:30pm,,,
9:00pm,,,
9:30pm,,,
10:00pm,,,
10:30pm,Go Fish (2019)  (continues until 12:15am),,
11:00pm,,,
11:30pm,,,
