Time,Show,Episode,Image
12:00am,SpongeBob SquarePants,Squid Noir / ScavengerPants,""
12:30am,Cuddle E. Hugs / Pat the Horse,""
1:00am,Teen Titans Go!,Employee of the Month Redux,""
1:15am,Orangins,""
1:30am,Jinxed,""
1:45am,Brain Percentages,""
2:00am,Pick a Puppy,Water Ready,""
2:30am,Very Active,""
3:00am,SpongeBob SquarePants,Chatterbox Gary / Don't Feed the Clowns,""
3:30am,Drive Happy / Old Man Patrick,""
4:00am,Teen Titans Go!,Employee of the Month Redux,""
4:15am,Orangins,""
4:30am,Jinxed,""
4:45am,Brain Percentages,""
5:00am,Pick a Puppy,Water Ready,""
5:30am,Very Active,""
6:00am,Best & Bester,Stuck Inside / Long Overdue,""
6:30am,Cloudy with a Chance of Meatballs: The Series,"Trees Company / Tim, Jim and Kim",""
7:00am,Scaredy Squirrel,Three Alarm Flyer / Driving Miss Davey,""
7:30am,SpongeBob SquarePants,Fun-Sized Friends / Grandmum's the Word,""
8:00am,Doodle Dimension / Moving Bubble Bass,""
8:25am,High Sea Diving / Bottle Burglars,""
8:50am,My Leg! / Ink Lemonade,""
9:15am,Rudolph and Frosty's Christmas in July (1979),""
9:30am
10:00am
10:30am
11:00am
11:05am,Best & Bester,Like a Brother,""
11:20am,Ollie's Pack,King Swelly Belly / Yard Sale Fail,""
11:45am,Best & Bester,Like a Brother,""
12:00pm,SpongeBob SquarePants,BassWard / Squidiot Box,""
12:25pm,The Loud House,Schooled! (Part 2),""
12:50pm,Cloudy with a Chance of Meatballs: The Series,"Trees Company / Tim, Jim and Kim",""
1:15pm,Scaredy Squirrel,Three Alarm Flyer / Driving Miss Davey,""
1:40pm,The 3 Amigonauts,"Boot Camp, Shmoot Camp / Two's a Crowd",""
2:05pm,Ollie's Pack,King Swelly Belly / Yard Sale Fail,""
2:30pm,Best & Bester,Stuck Inside / Long Overdue,""
3:00pm,SpongeBob SquarePants,Fun-Sized Friends / Grandmum's the Word,""
3:30pm,Doodle Dimension / Moving Bubble Bass,""
4:00pm,Teen Titans Go!,BL4Z3,""
4:15pm,Hot Salad Water,""
4:30pm,Chapter One: I Saw You Dance,""
4:45pm,Chapter Two: The Story In Your Eyes,""
5:00pm,The Loud House,Waking History / Pranks Fore Nothing,""
5:30pm,Child's Play / Force of Habits,""
6:00pm,SpongeBob SquarePants,High Sea Diving / Bottle Burglars,""
6:30pm,My Leg! / Ink Lemonade,""
7:00pm,Rudolph and Frosty's Christmas in July (1979),""
7:30pm
8:00pm
8:30pm
9:00pm
9:15pm,Rudolph and Frosty's Christmas in July (1979),""
9:30pm
10:00pm
10:30pm
11:00pm
11:30pm,Driving Me Crazy,She's Got a Ticket to Drive,""
