Time,Show,Episode,Image
12:00am,SpongeBob SquarePants,Goofy Scoopers / Pat the Dog,""
12:30am,SpongeBob Meets the Strangler / Pranks a Lot,""
1:00am,Momageddon / Pet the Rock,""
1:30am,The Loud House,Strife of the Party / Kernel of Truth,""
2:00am,Bruno & Boots: The Wizzle War (2017),""
2:30am
3:00am
3:30am
4:00am,The Stanley Dynamic,The Stanley Start-Up,""
4:30am,The Stanley Crown,""
5:00am,The Loud House,Strife of the Party / Kernel of Truth,""
5:30am,SpongeBob SquarePants,Goofy Scoopers / Pat the Dog,""
6:00am,Best & Bester,Funny Money / Shaking Bad,""
6:30am,Piñata Smashlings,The BFF Gem,""
6:45am,"",""
7:00am,Tales of the Teenage Mutant Ninja Turtles,Leo Nardo Stands Alone!,""
7:30am,SpongeBob SquarePants,Mustard O' Mine / Shopping List,""
8:00am,Whale Watching / Krusty Kleaners,""
8:30am,Patnocchio / ChefBob,""
9:00am,Kamp Koral: SpongeBob's Under Years,High and Dry / The Beardsman,""
9:30am,The Patrick Star Show,The Lil' Patscals / The Pre-Historic Patrick Star Show,""
10:00am,The Emoji Movie (2017),""
10:30am
11:00am
11:30am
12:00pm,Hotel Transylvania 3: Summer Vacation (2018),""
12:30pm
1:00pm
1:30pm
2:00pm,SpongeBob SquarePants,Squidness Protection / Dome Alone,""
2:30pm,Mustard O' Mine / Shopping List,""
3:00pm,Pokémon Horizons: The Series,The Flower Tower,""
3:30pm,Piñata Smashlings,"Super Mega Amazing Smashlings, Hurray!",""
3:45pm,No Charm No Foul,""
4:00pm,The Emoji Movie (2017),""
4:30pm
5:00pm
5:30pm
6:00pm,Hotel Transylvania 3: Summer Vacation (2018),""
6:30pm
7:00pm
7:30pm
8:00pm,The Emoji Movie (2017),""
8:30pm
9:00pm
9:30pm
10:00pm,Hotel Transylvania 3: Summer Vacation (2018),""
10:30pm
11:00pm
11:30pm
