Time,Show,Episode,Image
12:00am,Black Beauty (1971),""
12:30am
1:00am
1:30am
2:00am,Home and Away,"",""
2:30am,Doctor Who,"",""
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,"","",""
5:30am,"","",""
6:00am,The Waterville Gang,"",""
6:30am,OWL/TV,"",""
7:00am,Mr. Wizard's World,"",""
7:30am,My Little Pony Tales,"",""
8:00am,Muppet Babies,"",""
8:30am,The New Archies,"",""
9:00am,Captain Planet and the Planeteers,"",""
9:30am,Teenage Mutant Ninja Turtles,"",""
10:00am,The Super Mario Bros. Super Show!,"",""
10:30am,Biker Mice From Mars,"",""
11:00am,The Pink Panther,"",""
11:30am,Rupert,"",""
12:00pm,Casper,"",""
12:30pm,YTV News,"",""
1:00pm,Let's Dance (1950),""
1:30pm
2:00pm
2:30pm
3:00pm,Little House on the Prairie,"I Do, Again",""
3:30pm
4:00pm,Trainer,No Way to Treat a Lady,""
4:30pm
5:00pm,Tarzan,Tarzan Tames the Bronx,""
5:30pm,Wild Kingdom,Great White Sharks of Dangerous Reef,""
6:00pm,Thunderbirds,Pit of Peril,""
6:30pm
7:00pm,Catwalk,Love During Wartime,""
7:30pm
8:00pm,YTV News,"",""
8:30pm,Rough Guide,USA - Southern States,""
9:00pm
9:30pm,Brother of Mine,""
10:00pm
10:30pm,Positive Parenting,(Teaching children how to give and get the love they need.),""
11:00pm
11:30pm,Profiles of Nature,Return of the Sea Otter,""
