Time,Show,Episode,Image
12:00am,Justice League Unlimited,Dark Heart,""
12:30am,Gundam Seed,Crossroads,""
1:00am,InuYasha,Tsubaki's Unrelenting Evil Spell,""
1:32am,Witch Hunter Robin,Separate Lives,""
2:03am,ReBoot,When Games Collide,""
2:35am,Beasties,Gorilla Warfare,""
3:05am,SD Gundam Force,"Gundam Force, Triple Attack!",""
3:35am,Dragon Ball GT,Did the Transformation Fail?! Oozaru Goku Goes On a Rampage!!,""
4:00am,Dragon Ball Z,The Incredible Fighting Candy,""
4:30am,Transformers Energon,Bulkhead,""
5:00am,Hamtaro,"Let's Dance, Sandy!",""
5:30am,Jacob Two-Two,Jacob Two-Two's Time Trials,""
6:00am,Seven Little Monsters,Dinner For Breakfast/Drip,""
6:30am,Monster by Mistake,Thin Ice,""
7:00am,Transformers Energon,Farewell Inferno,""
7:30am,SD Gundam Force,"Gundam Force, Triple Attack!",""
8:00am,Yu-Gi-Oh!: Waking the Dragons,"A New Evil, Part 2",""
8:30am,Beyblade: G-Revolution,Out Of Their Leagues,""
9:00am,Jackie Chan Adventures,Relics Of Demons Past,""
9:30am,Xiaolin Showdown,Night Of The Sapphire Dragon,""
10:00am,Danny Phantom,My Brother's Keeper,""
10:30am,The Powerpuff Girls,West In Pieces,""
11:00am,Teen Titans,Betrayal,""
11:30am,X-Men: Evolution,Ghost Of A Chance,""
12:00pm,Pokemon: Advanced Challenge,ZigZag Zangoose!,""
12:30pm,Yu-Gi-Oh!: Waking the Dragons,"A New Evil, Part 2",""
1:00pm,Video & Arcade Top 10,Episode 49,""
1:30pm,Spy Academy,The Play Must Go On!,""
2:00pm,Beyblade: G-Revolution,Out Of Their Leagues,""
2:30pm,Duel Masters,"Toru Toru Toru, Part 1",""
3:00pm,Transformers Energon,Jungle Planet,""
3:30pm,Code Lyoko,End Of Take,""
4:00pm,Rugrats in Paris: The Movie (2000),""
4:30pm
5:00pm
5:30pm
6:00pm,Spy Academy,Operation - Pick Up The Pieces,""
6:30pm,Timeblazers,Romans,""
7:00pm,Mystery Hunters,Grand Canyon / Bog Body,""
7:30pm,Dark Oracle,Scavengers,""
8:00pm,The Flintstones (1994),""
8:30pm
9:00pm
9:30pm
10:00pm,YTV's Hit List,HIT009,""
10:30pm
11:00pm,Spy Academy,Operation - Pick Up The Pieces,""
11:30pm,Dark Oracle,Scavengers,""
