Time,Show,Episode
12:00am,Justice League,"Metamorphosis, Part 1"
12:30am,Superfriends,The Krypton Syndrome / Invasion of the Space Dolls / Terror On the Titanic
1:00am,Teen Titans,Sisters
1:30am,He-Man and the Masters of the Universe,Courage of Adam
2:00am,X-Men: Evolution,"Dark Horizon, Part 1"
2:30am,Heavy Gear: The Animated Series,The Face Off
3:00am,Knights of the Zodiac,Seya's Journey of Hope
3:30am,Thunderbirds,"Day of Disaster, Part 1"
4:00am,Jackie Chan Adventures,Re-Enter the Dragon
4:30am,Uh Oh!,Episode 117
5:00am,Medabots,Old Man & The Sea Monster
5:30am,Beyblade,The Bit-Beast Bond
6:00am,Uh Oh!,Episode 118
6:30am,Seven Little Monsters,Mystery of Missing Five
7:00am,Dexter's Laboratory,Sports-a-Poppin'/Koos a la Goop a Goop/Project Dee Dee
7:30am,Dad Is Disturbed/Framed/That's Using Your Head,
8:00am,"Oh, Brother/Another Dad Cartoon/Bar Exam",
8:30am,School Girl Crushed/Chess Mom/Father Knows Least,
9:00am,The Powerpuff Girls,A Very Special Blossom / Daylight Savings
9:30am,"The Adventures of Jimmy Neutron, Boy Genius",Make Room for Daddy-O
10:00am,The Fairly OddParents,Who's Your Daddy / Homewrecker
10:30am,Mile In My Shoes / Super Bike,
11:00am,Rugrats,Daddy's Little Helpers / Hello Dilly
11:30am,Jacob Two Two!,Jacob Two Two & The Scholars for Dollars
12:00pm,Yvon of the Yukon,Your Bill is Waiting
12:30pm,Girlstuff/Boystuff,Good Morning Power / Geeks
1:00pm,Martin Mystery,Mystery of the Vanishing
1:30pm,The Boy,Xeno Boy
2:00pm,Moville Mysteries,Gnome Sweet Gnome
2:30pm,Freaky Stories,End of the Day
3:00pm,Mystery Hunters,Werewolves / Dracula
3:30pm,Timeblazers,Rumbling & Romance
4:00pm,Mrs. Doubtfire (1993),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,,
6:30pm,Fries With That?,Tiger Man
7:00pm,YTV's Hit List,Episode 7
7:30pm,,
8:00pm,Mental Block,Mother of All Mothers
8:30pm,Girlz TV,Episode 56
9:00pm,Mystery Hunters,Area 51 / Roswell
9:30pm,Timeblazers,Rumbling & Romance
10:00pm,Road Scholars,Hawaii
10:30pm,2030 CE,Do You Know...
11:00pm,Breaker High,Jimmy Behaving Badly
11:30pm,Ready or Not,Where Do I Belong?
