Time,Show,Episode
12:00am,Thunderbirds,"Path of Destruction, Part 1"
12:30am,"Path of Destruction, Part 2",
1:00am,"Alias Mr. Hackebacker, Part 1",
1:30am,"Alias Mr. Hackebacker, Part 2",
2:00am,"Lord Parker's 'oliday, Part 1",
2:30am,"Lord Parker's 'oliday, Part 2",
3:00am,"Ricochet, Part 1",
3:30am,"Ricochet, Part 2",
4:00am,"Give or Take a Million, Part 1",
4:30am,"Give or Take a Million, Part 2",
5:00am,"Trapped in the Sky, Part 1",
5:30am,"Trapped in the Sky, Part 2",
6:00am,Uh Oh!,Episode 98
6:30am,Seven Little Monsters,Are You My Family
7:00am,Just Jamie,Jammilamma-Ding-Dong / Ribbet
7:30am,The Boy,Beam Me Up Bob
8:00am,Stuart Little,No Job is Too Little
8:30am,ChalkZone,The Wiggies / Rapunzel / Hair to Stay / Coming to Life (Song)
9:00am,Hey Arnold!,Curly Snaps / Pre-Teen Scream
9:30am,"The Adventures of Jimmy Neutron, Boy Genius",Normal Boy / Birth of a Salesman
10:00am,Spongebob Squarepants,Squidward the Unfriendly Ghost / MuscleBob BuffPants
10:30am,The Fairly Oddparents,Hard Copy / Parent Hoods
11:00am,All Grown Up,Tommy Foolery
11:30am,Jacob Two Two!,Jacob Two Two & The Fun Fair Fiasco
12:00pm,Yvon of the Yukon,Call of the Mild
12:30pm,Girlstuff/Boystuff,Big Switch / Foreign Bodies
1:00pm,Monster By Mistake,Donut Dough
1:30pm,The Boy,Three Card Monty
2:00pm,Martin Mystery,Amazone Vapor
2:30pm,Moville Mysteries,Swarm Enough for You?
3:00pm,Mystery Hunters,Spoon Bending / Brown Mountain
3:30pm,My Brand New Life,Only Child / Big Family
4:00pm,Au Pair II (2001),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,Jacob Two Two!,Jacob Two Two & The Fun Fair Fiasco
6:30pm,Fries With That,Undercover Guy
7:00pm,YTV's Hit List,Episode 25
7:30pm,,
8:00pm,Mental Block,Mr. Popularity
8:30pm,Girlz TV,Episode 63
9:00pm,Mystery Hunters,Nasc Lines / Trophy Heads
9:30pm,Timeblazers,The Great Stink
10:00pm,Road Scholars,Northern Europe
10:30pm,2030 CE,The Defector
11:00pm,Breaker High,Max-He-Can Hat Dance
11:30pm,Ready or Not,Your Own Money
