Time,Show,Episode,Image
12:00am,Justice League,"Injustice For All, Part 2",""
12:30am,Superfriends,The Iron Cyclops / The Palette's Perils / Colossus,""
1:00am,Teen Titans,"Apprentice, Part 2",""
1:30am,He-Man and the Masters of the Universe,"The Beginning, Part 1",""
2:00am,X-Men: Evolution,Self-Posessed,""
2:30am,Heavy Gear: The Animated Series,"Marcus Rover, Northern Ace",""
3:00am,Knights of the Zodiac,Island of Doom Explodes,""
3:30am,Thunderbirds,"Lord Parker's 'Holiday, Part 2",""
4:00am,Jackie Chan Adventures,Rabbit Run,""
4:30am,Uh Oh!,Episode 96,""
5:00am,Medabots,Return of the Screws,""
5:30am,Beyblade,Deja Vu All Over Again,""
6:00am,Uh Oh!,Episode 97,""
6:30am,Seven Little Monsters,Episode 13,""
7:00am,Dexter's Laboratory,Height Unseen / Bygone Errors / Folly Calls,""
7:30am,The New Woody Woodpecker Show,Episode 33,""
8:00am,Stuart Little,A Model Driver,""
8:30am,Chalkzone,Waste Mountain / Madcap Snap / What's My Line? / Puttin’ on the Dog (Song),""
9:00am,Hey Arnold!,The High Life / Best Friends,""
9:30am,"The Adventures of Jimmy Neutron, Boy Genius",When Pants Attack,""
10:00am,SpongeBob SquarePants,New Student Starfish / Clams,""
10:30am,The Fairly OddParents,Cosmo Con / Wanda's Day Off,""
11:00am,All Grown Up,River Rats,""
11:30am,Jacob Two Two!,Jacob Two Two and the Fun Fair Fiasco,""
12:00pm,Yvon of the Yukon,Ten Little Idiots,""
12:30pm,Girlstuff/Boystuff,Party of the Year / Babysitting,""
1:00pm,Martin Mystery,Beast From Within,""
1:30pm,The Boy,Invisible Boy,""
2:00pm,Moville Mysteries,Just My Luck,""
2:30pm,Freaky Stories,Ooops,""
3:00pm,Mystery Hunters,Giant Squid / Cannibals,""
3:30pm,Timeblazers,"Planes, Trains & Stage",""
4:00pm,Hook (1991),""
4:30pm
5:00pm
5:30pm
6:00pm
6:30pm
7:00pm,YTV's Hit List,Episode 39,""
7:30pm
8:00pm,Mental Block,Greenfield Park Idol,""
8:30pm,Girlz TV,Episode 53,""
9:00pm,Mystery Hunters,Giant Squid / Cannibals,""
9:30pm,Timeblazers,"Planes, Trains & Stage",""
10:00pm,Road Scholars,Amazon,""
10:30pm,2030 CE,Free Jake,""
11:00pm,Breaker High,Kissin' Cousins,""
11:30pm,Ready or Not,Just Friends,""
