Time,Show,Episode,Image
12:00am,Spider-Man: The New Animated Series,"Mind Games, Part 1",""
12:30am,Samurai Jack,Jack vs. the Ninja,""
1:00am,InuYasha,Kagura's Dance and Kanna's Mirror,""
1:30am,The Wind Scar Fails,""
2:00am,Microsoft.net Show,Episode 67,""
2:30am
3:00am,System Crash,Season's Greed-ings,""
3:30am,Dragon Ball,General Blue Attacks!,""
4:00am,Dragon Ball GT,Pan Runs Away,""
4:30am,Uh Oh!,Episode 215,""
5:00am,Pokémon,Underground Round Up,""
5:30am,He-Man and the Masters of the Universe,Awaken The Serpent,""
6:00am,Uh Oh!,Episode 216,""
6:30am,Monster by Mistake,Special Talent,""
7:00am,Beasties,Double Jeopardy,""
7:30am,Medabots,Kung Fu For Thought,""
8:00am,Yu Gi-Oh!,Merger of the Big Five (Part 1),""
8:30am,Transformers: Armada,Crisis,""
9:00am,Jackie Chan Adventures,The Demon Behind,""
9:30am,Knights of the Zodiac,Shina's Revenge,""
10:00am,Teen Titans,"Apprentice, Part 2",""
10:30am,X-Men: Evolution,"Toad, Witch & Wardrobe",""
11:00am,Justice League,"Hearts & Minds, Part 1",""
11:30am,He-Man and the Masters of the Universe,The Last Stand,""
12:00pm,Pokémon: Master Quest,Hoenn Alone!,""
12:30pm,Digimon Frontier,Stuck In Sakkakkumon,""
1:00pm,Video & Arcade Top 10,Episode 13,""
1:30pm,Zixx: Level One,Anna,""
2:00pm,Zoids: New Century,Brave Wild Eagle,""
2:30pm,Beasties,Double Jeopardy,""
3:00pm,The Boy,Free Inside,""
3:30pm,Astro Boy,Astro Vs. Atlas,""
4:00pm,The Secret of NIMH (1982),""
4:30pm
5:00pm
5:30pm
6:00pm,Zixx: Level One,Anna,""
6:30pm,Freaky Stories,Episode 22,""
7:00pm,Martin Mystery,Creeping Slime,""
7:30pm,Spider-Man: The New Animated Series,"Mind Games, Part 1",""
8:00pm,Susie Q (1996),""
8:30pm
9:00pm
9:30pm
10:00pm,YTV's Hit List,Episode 25,""
10:30pm
11:00pm,Breaker High,Regret Me Nots,""
11:30pm,Ready or Not,Nothing In Common,""
