Time,Show,Episode,Youtube Video ID
12:00am,Justice League,"Hereafter, Part 1",
12:30am,Superfriends,Mxyzptlk's Flick / Sink Hole / Alien Mummy,
1:00am,Teen Titans,Mask,
1:30am,He-Man and the Masters of the Universe,Battle of the Snake,
2:00am,X-Men: Evolution,X-treme Measures,
2:30am,Heavy Gear: The Animated Series,The Tunnels,
3:00am,Knights of the Zodiac,Attack of the Crow Army,
3:30am,Thunderbirds,Perils of Penelope Part 1,
4:00am,Jackie Chan Adventures,When Pigs Fly,
4:30am,Uh Oh!,Episode 221,
5:00am,Medabots,Into The Fire,
5:30am,Beyblade,Last Tangle In Paris,
6:00am,Uh Oh!,Episode 222,
6:30am,Seven Little Monsters,Spooky,
7:00am,Dexter's Laboratory,Decode of Honor/World's Greatest Mom/Ultrajerk 2000,
7:30am,Sister Mom / The Laughing,,
8:00am,Deedeemensional/Dial M for Monkey,,
8:30am,Dee Dee's Rival / Pslyghtly Psycho / Game for a Game,,
9:00am,The Wild Thornberrys,Gem of a Mom,
9:30am,As Told By Ginger,Mommie Nearest,
10:00am,SpongeBob SquarePants,Krab Borg!/Rock-a-Bye Bivalve,
10:30am,The Fairly OddParents,Sleep Over / Mother Nature,
11:00am,Rugrats,Mother's Day,
11:30am,Mommy's Little Assets/Chuckie's Wonderful Life,,
12:00pm,Yvon of the Yukon,Trouble With Mammoths,
12:30pm,Girlstuff/Boystuff,Flu Manchu / Art of You,
1:00pm,Martin Mystery,Haunting of the Blackwater,
1:30pm,The Boy,One Plus One Equals Dead,
2:00pm,Moville Mysteries,Sold Your Soul,
2:30pm,Freaky Stories,Law and Disorder,
3:00pm,Mystery Hunters,Werewolves / Dracula,
3:30pm,Timeblazers,Message In A Bottle,
4:00pm,Little Women (1994),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,,,
6:30pm,Fries With That?,Undercover Guy,
7:00pm,YTV's Hit List,Episode 36,
7:30pm,,,
8:00pm,Mental Block,Exposed,
8:30pm,Girlz TV,Episode 50,
9:00pm,Mystery Hunters,Werewolves / Dracula,
9:30pm,Timeblazers,Message In A Bottle,
10:00pm,Road Scholars,Episode 4,
10:30pm,2030 CE,First Assignment,
11:00pm,Breaker High,Rooming Violations,
11:30pm,Ready or Not,Under One Roof,
