Time,Show,Episode,Image
12:07am,Are You Being Served?,Take Over,""
12:45am,Keeping Up Appearances,Episode 2,""
1:23am,My Family,The Unkindest Cut,""
1:55am,The New Addams Family,Cousin Itt's Problem,""
2:30am,Radio Active,Return to Sender,""
3:00am,System Crash,Sleazy Does It,""
3:30am,Dragon Ball,Dragon Balls Are Stolen!,""
4:00am,Dragon Ball Z,One More Wish,""
4:30am,Uh Oh!,Episode 53,""
5:00am,Girlstuff/Boystuff,Birthday Party / Save Me,""
5:30am,Yvon of the Yukon,Parasite For Sore Eyes,""
6:00am,Uh Oh!,Episode 54,""
6:30am,Stickin' Around,Gross / Stacy,""
7:00am,George Shrinks,Return to Sender,""
7:30am,Flying Rhino Junior High,Quit Buggin' Me,""
8:00am,D'myna Leagues,And Then There Were Two,""
8:30am,Mona the Vampire,Marvelous / Spelling Bee,""
9:00am,Rupert,Rupert and the Hedgehog,""
9:30am,Care Bears,Chance / Hungry Little Guy,""
10:00am,Seven Little Monsters,It's A Wonder-Four Life,""
10:30am,Monster by Mistake,Moving Day,""
11:00am,Jacob Two Two!,Jacob Two Two & The Staff Room of Doom,""
11:30am,Flying Rhino Junior High,Phantom Christmas,""
12:00pm,Spongebob Squarepants,Fools in April / Neptune's Spatula,""
12:30pm,Hamtaro,Search for Dad's Glasses,""
12:55pm,Pingu,Pingu and the Doll,""
1:00pm,Care Bears,Camp Out / Robot Heart,""
1:30pm,George Shrinks,The More Things Change,""
2:00pm,Mona the Vampire,The Horned Horror / The Legend of Caboose Malloy,""
2:30pm,D'myna Leagues,Showdown,""
3:00pm,The Cramp Twins,Nostalgia Nasty / Haircut Horror,""
3:30pm,Jacob Two Two!,Jacob Two Two and the Purloined Hockey Car,""
4:00pm,Beyblade,Thirteen Candles,""
4:30pm,Yu-Gi-Oh!,Into the Hornets Nest,""
5:00pm,The Fairly Oddparents,Action Packed / Smartypants,""
5:30pm,Martin Mystery,Beast From Within,""
6:00pm,Spongebob Squarepants,Fools in April / Neptune's Spatula,""
6:30pm,"The Adventures of Jimmy Neutron, Boy Genius","Empire Strikes Back, Part 1",""
7:00pm,Martin Mystery,The Amazon Vapor,""
7:30pm,Yvon of the Yukon,Ducharme Rocks the Cradle,""
8:00pm,Dragon Ball,Penalty Is Pinball!,""
8:30pm,Dragon Ball Z,Free of the Future,""
9:00pm,Mystery Hunters,Desert Mummies / Remote Viewing,""
9:30pm,Ready Or Not,Model Perfect,""
10:00pm,Fries With That?,As Fate Would Have It,""
10:30pm,Mental Block,The Pajama Party,""
11:00pm,Seriously Weird,Golem My Dreams,""
11:30pm,My Family,Driving Miss Crazy,""
