Time,Show,Episode,Image
12:09am,Are You Being Served?,Happy Returns,""
12:43am,Keeping Up Appearances,#10,""
1:20am,My Family,I Second That Emulsion,""
1:58am,The New Addams Family,"Cleopatra, Green of the Nile",""
2:28am,Radio Active,"Lou Ann, the Fan",""
3:00am,System Crash,Cyberworld,""
3:30am,Dragon Ball,Training Triumphs,""
4:00am,Dragon Ball Z,I am Saiyaman!,""
4:27am,Uh Oh!,Episode 77,""
4:58am,Girlstuff/Boystuff,Bad Memories / Surpressed,""
5:28am,Yvon of the Yukon,Siamese Twits,""
6:00am,Uh Oh!,Episode 78,""
6:30am,Stickin' Around,What's the Scoop? / Doddler's List,""
7:00am,George Shrinks,Sunken Treasures,""
7:30am,Flying Rhino Junior High,All Green Thumbs,""
8:00am,D'myna Leagues,Joke's On You,""
8:30am,Mona the Vampire,Haunted House of the Washburns / Cry of the Swamp Thing,""
9:00am,Rupert,Rupert and the Giant,""
9:30am,Care Bears,Songfellow Strum and His Magic Train / Music Video,""
10:00am,Seven Little Monsters,"Dinner for Breakfast / Drip, Drip, Drip!",""
10:30am,Monster By Mistake,Campsite Creeper,""
11:00am,Jacob Two Two,Jacob Two Two and the Potato Power Project,""
11:30am,Flying Rhino Junior High,Seeing Double,""
12:00pm,SpongeBob SquarePants,Help Wanted / Reef Blower / Tea at the Treedome,""
12:30pm,Hamtaro,Oxnard's Big Crush,""
1:00pm,Care Bears,Bright Heart's Bad Day / The Magic Lamp,""
1:30pm,George Shrinks,Snowman's Land,""
2:00pm,Mona the Vampire,Spirit of the Woods / The Bogeyman Cometh,""
2:30pm,D'myna Leagues,Birth O'Da Birds,""
3:00pm,The Cramp Twins,Missy Kissy & Friend Fight,""
3:30pm,Jacob Two Two,Jacob Two Two and Renee's Rival,""
4:00pm,Beyblade,Going for the Gold,""
4:30pm,Yu-Gi-Oh!,Evil Spirit of the Ring,""
5:00pm,The Fairly OddParents,"Shiny Teeth / Odd, Odd West",""
5:30pm,Martin Mystery,Attack of the Sandman,""
6:00pm,SpongeBob SquarePants,Help Wanted / Reef Blower / Tea at the Treedome,""
6:30pm,All Grown Up,"It's Cupid, Stupid",""
7:00pm,Martin Mystery,Shriek From Beyond,""
7:30pm,Yvon of the Yukon,Cheeses of Montreal,""
8:00pm,Dragon Ball,To The Tournament,""
8:30pm,Dragon Ball Z,Gohan's First Date,""
9:00pm,Mystery Hunters,King Tut Curse / King Tut Murder,""
9:30pm,Timeblazers,"The Good, The Bad & The Bread",""
10:01pm,Fries With That,Mini-Ben,""
10:31pm,Mental Block,Born To Be Mild,""
11:01pm,Seriously Weird,When Harris Met The Hole,""
11:31pm,My Family,Parisian Beauty,""
