Time,Show,Episode,Image
12:00am,Futurama,"",""
12:30am,Pinky and the Brain,"",""
1:00am,The Mr. Men Show,"",""
1:30am,Pinky and the Brain,"",""
2:00am,Smallville,"",""
2:30am
3:00am,"","",""
3:30am,"","",""
4:00am,Storm Hawks,"",""
4:30am,Team Galaxy,"",""
5:00am,Grossology,"",""
5:30am,Captain Flamingo,"",""
6:00am,Being Ian,"",""
6:30am,Grossology,"",""
7:00am,The Mr. Men Show,"",""
7:30am,Casper's Scare School,"",""
8:00am,SpongeBob SquarePants,The Sponge Who Could Fly,""
8:30am,The League of Super Evil,"",""
9:00am,The Fairly OddParents,"",""
9:30am,Back at the Barnyard,"",""
10:00am,SpongeBob SquarePants,"",""
10:30am,iCarly,"",""
11:00am,"True Jackson, V.P.","",""
11:30am,H2O: Just Add Water,"",""
12:00pm,Prank Patrol,"",""
12:30pm,"",""
1:00pm,In Real Life,"",""
1:30pm
2:00pm,The Adrenaline Project,"",""
2:30pm,Survive This,"",""
3:00pm,Prank Patrol,"",""
3:30pm,Family Biz,"",""
4:00pm,Gym Teacher: The Movie (2008),""
4:30pm
5:00pm
5:30pm
6:00pm,The Adventures of Sharkboy and Lavagirl in 3-D (2005),""
6:30pm
7:00pm
7:30pm
8:15pm,SpongeBob SquarePants,"",""
8:30pm,Prank Patrol,"",""
9:00pm,In Real Life,"",""
9:30pm
10:00pm,The Adrenaline Project,"",""
10:30pm,Survive This,"",""
11:00pm,Mystery Hunters,"",""
11:30pm,Ghost Trackers,"",""
