Time,Show,Episode,Image
12:00am,Are You Being Served?,Do You Take This Man,""
12:30am,Keeping Up Appearances,Episode 10,""
1:00am,"Yes, Minister",Real Partnership,""
1:30am,Rocky & Bullwinkle,Episode 32,""
2:00am,Hey Arnold!,Monkey Business/Big Caesar,""
2:30am,Paid Programming,Rogers@Home Infomercial,""
3:00am,Three Friends & Jerry,The Flea Market,""
3:30am,Batman,Demon's Quest (Part 2),""
4:00am,Dragon Ball Z,Who's Who?,""
4:30am,Digimon,Crest Of Sincerity
5:00am,Pokémon,Here Comes the Squirtle Squad,""
5:30am,Roswell Conspiracies,Confrontation,""
6:00am,Once Upon A Hamster,Diving,""
6:30am,Kleo The Misfit Unicorn,The Tell-Tale Tail,""
6:54am,Works,Recycling,""
7:00am,Fuzzpaws,My Favourite Things,""
7:30am,Elliot Moose,Episode 16,""
8:00am,Monster By Mistake,Gwyneth,""
8:30am,Anatole,Over the Sea,""
9:00am,Rupert,Rupert and the Dragon,""
9:24am,Pablo the Little Red Fox,Snowfox,""
9:30am,St. Bear's Dolls Hospital,Slippery Slippers,""
9:44am,Beezoo's Attic,The Lady Downstairs,""
10:00am,Kitty Cats,Adventures / Magic Glove,""
10:30am,Babar,Mango Madness,""
11:00am,Fuzzpaws,My Favourite Things,""
11:30am,Elliot Moose,Episode 16,""
11:51pm,Lisa,Lisa Goes on a Picnic,""
12:00pm,Sailor Moon,The Trouble With Love,""
12:30pm,Uh Oh!,Episode 120,""
1:00pm,Kitty Cats,Rose / Old Photos,""
1:30pm,Babar,Mango Madness,""
2:00pm,St. Bear's Dolls Hospital,Slippery Slippers,""
2:14pm,Beezoo's Attic,The Lady Downstairs,""
2:30pm,George & Martha,Flying Donut / Martha's Cousin,""
2:53pm,Elliot Moose,Quest Request,""
3:00pm,Monster By Mistake,Gwyneth,""
3:30pm,Uh Oh!,Episode 159,""
4:00pm,Rugrats,Chuckie's New Shirt / Cavebabies,""
4:30pm,Hey Arnold!,The High Life / Best Friends,""
5:00pm,Mummies Alive!,Dog Bites Mummy,""
5:30pm,Pokémon,Mystery at the Lighthouse,""
6:00pm,Digimon,The Piximon Cometh,""
6:30pm,Yvon Of The Yukon,The Clod Who Would be Kind,""
7:00pm,Super Rupert,Aliens On High Protein,""
7:30pm,Screech Owls,Murder at Hockey Camp,""
8:00pm,Dragon Ball Z,Touchdown On Namek,""
8:30pm,Radio Active,The Replacement,""
9:00pm,Big Wolf On Campus,Time and Again,""
9:30pm,Student Bodies,Romeo's Old Friend,""
10:00pm,Freaky Stories,Not the Waltons,""
10:30pm,Goosebumps,Phantom Of the Auditorium,""
11:00pm,Worst Witch,Carried Away,""
11:30pm,Incredible Story Studio,Episode 34,""
