Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,"Mrs. Slocombe, Senior Person",
12:30am,Keeping Up Appearances,Episode 13,
1:00am,"Yes, Minister",Right To Know,
1:30am,Rocky & Bullwinkle,Episode 119,
2:00am,Stickin' Around,Mission Improbable / Saturday Fever,
2:30am,Rugrats,Angelica's Worst Nightmare/The Mega Diaper Babies,
3:00am,Gundam Wing,Scenario For Bloodshed,
3:30am,Catdog,CatDog Candy / Movin' on Up,
4:00am,Hey Arnold!,Mud Bowl / Gerald Moves Out,
4:30am,Uh Oh!,Episode 61,
5:00am,Digimon Tamers,The Boar Wars,
5:30am,Pokémon,Fourth Round,
6:00am,Babar,Elephant Express,
6:30am,Rupert,Rupert In Timeland,
7:00am,Monster By Mistake,Jungleland,
7:30am,Catdog,New Cat in Town / CatDog's Booty,
8:00am,Rugrats,New Kid in Town / Pickles vs. Pickles,
8:30am,Uh Oh!,Episode 119,
9:00am,Rupert,Rupert In Timeland,
9:30am,Babar,Rowing Pains,
10:00am,Anatole,"The Long, Long Night",
10:30am,Fuzzpaws,A Whole New World,
11:00am,Elliot Moose,Episode 13,
11:30am,Monster By Mistake,Campsite Creeper,
12:00pm,The Jetsons,Miss Solar System,
12:30pm,The Flintstones,This Is Your Lifesaver,
1:00pm,Anatole,"The Long, Long Night",
1:30pm,Little Bear,Episode 7,
2:00pm,Babar,Elephant Express,
2:30pm,Rupert,Rupert In Timeland,
3:00pm,Angry Beavers,Spootiful Life / U.N.C.L.E,
3:30pm,Dexter's Laboratory,Dad Is Disturbed/Framed/That's Using Your Head,
4:00pm,The Powerpuff Girls,Bubble-Vision / Scold,
4:30pm,Hey Arnold!,Freeze Frame / Phoebe Cheats,
5:00pm,Pokémon,A Friend In Deed,
5:30pm,Digimon,Ghost Of A Chance,
6:00pm,So Little Time,Tedi's Burnout,
6:30pm,Caitlin's Way,The Promise (Part II),
7:00pm,Two Of A Kind,Welcome Matt,
7:30pm,Saddle Club,High Horse,
8:00pm,Dragon Ball Z,"Next Up, Goku",
8:30pm,Freaky Stories,End Of The Day,
9:00pm,The New Addams Family,Fester Joins The Global Mercenaries,
9:30pm,Breaker High,Pranks For The Memories,
10:00pm,Radio Active,Quiz Show,
10:30pm,Student Bodies,Romeo's Old Friend,
11:00pm,Big Wolf On Campus,The Exor-Sis,
11:30pm,Big Meg Little Meg,Strike Force,
