Time,Show,Episode,Youtube Video ID
12:00am,Home Movies,Yoko,
12:30am,Daria,Lucky Strike,
1:00am,Downtown,Hotel Bar,
1:30am,KaBlam!,Year Round Fun!,
2:00am,Stickin' Around,Bar None / All Washed Up,
2:30am,Rugrats,The Slide / The Big Flush,
3:00am,Gundam Wing,Reunion With Relena,
3:30am,CatDog,Spaced Out / Nine Lives,
4:00am,Hey Arnold!,Heat / Snow,
4:30am,Uh Oh!,Episode 110,
5:00am,Digimon,The Fate Of Two Worlds,
5:30am,Pokémon: Johto League Champions,"Hook, Line & Stinker",
6:00am,Pippi Longstocking,Pippi Meets Some Pearl Poachers,
6:30am,Legend of White Fang,The Fountain,
7:00am,Mummies Alive!,"Ra, Ra, Ra",
7:30am,Transformers: Robots in Disguise,Sideburn's Obsession,
8:00am,Super Duper Sumo Wrestlers,Car Yak'd,
8:30am,Medabots,The Gimme Ghost,
9:00am,X-Men: Evolution,Middleverse,
9:30am,Static Shock,The New Kid,
10:00am,Batman Beyond,Big Time,
10:30am,The Zeta Project,Westbound,
11:00am,Jackie Chan Adventures,Jade Times Jade,
11:30am,Alienators: Evolution Continues,Fire and Ice,
12:00pm,Hey Arnold!,Sixth Grade Girls / The Baseball,
12:30pm,Rocket Power,New Squid on the Block / Down the Drain,
1:00pm,Video & Arcade Top 10,Episode 49,
1:30pm,YTV's Hit List,Eiffel 76 Special Episode 11-6,
2:00pm,,,
2:30pm,,,
3:00pm,Digimon Tamers,"O Partner, Where Art Thou",
3:30pm,Pokémon: Johto League Champions,A Dairy Tale Is Ending,
4:00pm,Powerpuff Girls,Getting Twiggy / Cop Out,
4:30pm,Sailor Moon,Dream Believer,
5:00pm,Mona the Vampire,Sun Worshipers / Heat Wave,
5:30pm,Ultimate Book of Spells,Fire With Fire,
6:00pm,Worst Witch,Lost Chord,
6:30pm,The New Addams Family,The Winning of Morticia,
7:00pm,Scary... But True,"Agnes, Are You There? / Room 347 / Bodie's Curse",
7:30pm,Vampire High,That's Why the Lady Is a Vamp,
8:00pm,Buffy the Vampire Slayer,Flooded,
8:30pm,,,
9:00pm,Dead Last,"To Serve, With Love",
9:30pm,,,
10:00pm,Scariest Places on Earth,Village of the Damned,
10:30pm,,,
11:00pm,Chart Attack,Episode 2-6,
11:30pm,,,
