Time,Show,Episode,Image
12:00am,Are You Being Served?,Shoulder To Shoulder,""
12:30am,Keeping Up Appearances,Episode 31,""
1:00am,"Yes, Minister",Party Games - Part Two,""
1:30am,Rocky & Bullwinkle,Episode 100,""
2:00am,Monster By Mistake,Gwyneth,""
2:30am,Rugrats,Tooth or Dare / Party Animals,""
3:00am,Gundam Wing,And It's Name Is Epyon,""
3:30am,CatDog,It's A Wonderful Half Life / Shepherd Dog,""
4:00am,Hey Arnold!,Door 16 / Arnold As Cupid,""
4:30am,Uh Oh!,Episode 146,""
5:00am,Digimon,The Digiteam Complete,""
5:30am,Pokémon: Johto League Champions,Mountain Time,""
6:00am,Babar,Old Lady Vanishes,""
6:30am,Rupert,Rupert & The Queen Bess,""
7:00am,Stickin' Around,"Temper, Temper / Aquachimps",""
7:30am,Catdog,Dog Power/It's a Jungle in Here!,""
8:00am,Rugrats,Dummi Bear Dinner Disaste r/ Twins Pique,""
8:30am,Uh Oh!,Episode 70,""
9:00am,Rupert,Rupert & The Queen Bess,""
9:30am,Kitty Cats,Sourpusses / Spider's Web,""
10:00am,St. Bear's Dolls Hospital,A Clear Picture From Mole,""
10:15am,Beezoo's Attic,The Lady Downstairs,""
10:30am,Panda Bear Daycare,You're Not The Boss,""
10:45am,Ruffus The Dog,Little Bo Peep,""
11:00am,Babar,Old Lady Vanishes,""
11:30am,Anthony Ant,Lost and Found / Greenhouse,""
11:53am,Lisa,The Bad Luck Day,""
12:00pm,The Jetsons,Two Many Georges,""
12:30pm,The Flintstones,Masquerade Party,""
1:00pm,George & Martha,Funny Business / The Tease,""
1:30pm,Little Bear,The Red Thread / Princess Duck / Little Bear Meets Duck,""
2:00pm,Babar,Old Lady Vanishes,""
2:30pm,Rupert,Rupert & The Queen Bess,""
3:00pm,The Wild Thornberry's,Blood Sisters,""
3:30pm,Dexter's Laboratory,Decode of Honor / World's Greatest Mom / Ultrajerk 2000,""
4:00pm,The Powerpuff Girls,Telephonies / Tough Love,""
4:30pm,Hey Arnold!,Benchwarmer / Cool Jerk,""
5:00pm,Pokémon: Johto League Champions,Wobbu-Palooza!,""
5:30pm,Digimon,A New Digi-Tude,""
6:00pm,Sailor Moon,Tutu Treachery,""
6:30pm,Generation O!,Nightmare On Carrie's,""
7:00pm,YTV's Hit List,Episode 11-7,""
7:30pm
8:00pm
8:30pm,Daria,Legends Of The Mall,""
9:00pm,Scary But True,Virginia City Dare / 13 Curves,""
9:30pm,Chart Attack!,Halloween Episode 2-6,""
10:00pm
10:30pm,Vampire High,That's Why the Lady Is a Vamp,""
11:00pm,Big Wolf On Campus,Blame It On Him,""
11:30pm,Student Bodies,All Hallow's Eve,""
