Time,Show,Episode,Image
12:00am,Are You Being Served?,German Week,""
12:30am,Keeping Up Appearances,Episode 34,""
1:00am,"Yes, Minister",Right To Know,""
1:30am,Rocky & Bullwinkle,Episode 10,""
2:00am,Hey Arnold!,Das Subway / Wheezin' Ed,""
2:30am,Roswell Conspiracies,Whatever Fitz,""
3:00am,Three Friends & Jerry,Episode 37,""
3:30am,Batman,What Is Reality?,""
4:00am,Dragon Ball Z,Nappa... The Invincible?,""
4:30am,Digimon,The Birth Of Greymon,""
5:00am,Pokémon: The Johto Journeys,"Love, Totodile Style",""
5:30am,Roswell Conspiracies,Whatever Fitz,""
6:00am,Once Upon a Hamster,I Can Do Everything,""
6:30am,Monster By Mistake,Soap Box Derby,""
7:00am,Kleo the Misfit Unicorn,Thomas and Kleo,""
7:24am,Adventures of Spot,Spot Makes A Cake,""
7:30am,Anthony Ant,Air Ant / Antastic,""
8:00am,Pippi Longstocking,Pippi Enters a Horse Race,""
8:30am,George & Martha,The Picnic / The Trickster,""
8:52am,Elliot Moose,Elliot's Masterpiece,""
9:00am,Rupert,Rupert and Billy Blizzard,""
9:24am,Pablo the Little Red Fox,Umbrella Day,""
9:30am,St. Bear's Dolls Hospital,Frog In A Box,""
9:44am,Beezoo's Attic,Grandma Clock Goes Away,""
10:00am,Kitty Cats,Hey Taxi / Nightingales,""
10:30am,Babar,What's Mine Is Mine,""
11:00am,Kleo the Misfit Unicorn,Words Of Wisdom,""
11:24am,Adventures of Spot,Spot Goes To The Park,""
11:30am,George & Martha,The Picnic / The Trickster,""
11:52pm,Elliot Moose,Surprise Party,""
12:00pm,Sailor Moon,Goodness Eclipsed,""
12:30pm,Uh Oh!,Episode 60,""
1:00pm,Kitty Cats,Hey Taxi / Nightingales,""
1:30pm,Babar,What's Mine Is Mine,""
2:00pm,St. Bear's Dolls Hospital,Frog In A Box,""
2:15pm,Beezoo's Attic,Grandma Clock Goes Away,""
2:30pm,Rupert,Rupert & Bill in Gameland,""
3:00pm,Pippi Longstocking,Pippi Enters a Horse Race,""
3:30pm,Uh Oh!,Episode 143,""
4:00pm,Rugrats,Pedal Pusher / Music,""
4:30pm,Hey Arnold!,Tutoring Torvald / Gerald Comes Over,""
5:00pm,Pokémon: The Johto Journeys,Fowl Play,""
5:30pm,Digimon,Garurumon,""
6:00pm,Powerpuff Girls,Meat The Beat / Moral Decay,""
6:30pm,Monster By Mistake,Pizza Day,""
7:00pm,Mona The Vampire,The Vampire Hunter / The Sounds of Sirens,""
7:30pm,Worst Witch,Up In The Air,""
8:00pm,Dragon Ball Z,Tien Goes All Out,""
8:30pm,Radio Active,The Fundraiser,""
9:00pm,Big Wolf On Campus,The Exor-sis,""
9:30pm,Student Bodies,Detention,""
10:00pm,Freaky Stories,Gigabyte This,""
10:30pm,Goosebumps,Night of the Living Dummy III (Part 1),""
11:00pm,Worst Witch,Miss Cackle's,""
11:30pm,Incredible Story Studio,A Wrinkle In Time,""
