Time,Show,Episode,Youtube Video ID
12:00am,Home Movies,Aliens... Go Home,
12:30am,Daria,Life In The Past Lane,
1:00am,Downtown,Night Shift,
1:30am,KaBlam!,You May Already Be a... KaBlammer!,
2:00am,Stickin Around,Scared Stupid / The Ghost and Mr. Coffin,
2:30am,Rugrats,Naked Tommy / Tommy and the Secret Club,
3:00am,Gundam Wing,The Shooting Star She Saw,
3:30am,Catdog,The Geekers / The Golden Hydrant,
4:00am,Hey Arnold!,The Big Scoop / Harold's Kitty,
4:30am,Uh Oh!,Episode 67,
5:00am,Digimon,His Master's Voice,
5:30am,Pokémon,Round One - Begin!,
6:00am,Pippi Longstocking,Pippi Meets a Master Criminal,
6:30am,Legend of White Fang,The Lynx,
7:00am,Static Shock,Winds Of Change,
7:30am,Transformers: Robots in Disguise,Tow-Line Goes Haywire,
8:00am,Super Duper Sumo Wrestlers,Honour The Phather,
8:30am,Medabots,Mystery Medabot,
9:00am,X-Men: Evolution,Shadowed Past,
9:30am,The Mummy,A Candle In Darkness,
10:00am,Batman Beyond,Betrayal,
10:30am,The Zeta Project,Taffy Time,
11:00am,Jackie Chan Adventures,Shanghai Moon,
11:30am,Alienators: Evolution Continues,Runaway Strain,
12:00pm,Hey Arnold!,The List / Haunted Train,
12:30pm,Rocket Power,Twister's Cuz / Big Thursday,
1:00pm,Video & Arcade Top 10,Episode 1,
1:30pm,YTV's Hit List,Episode 11-10,
2:00pm,,,
2:30pm,,,
3:00pm,Medabots,Return Of The Screws,
3:30pm,Pokémon: Johto League Champions,Type Casting,
4:00pm,Powerpuff Girls,Helter Shelter; Power Lunch,
4:30pm,Mary Kate & Ashley: In Action,The Mean Team,
5:00pm,Mona the Vampire,Flu-Topia / The Broken Chain Letter,
5:30pm,Ultimate Book of Spells,The Bind That Ties,
6:00pm,The Adventures of Daring & Grace,The Case of the Slippery Stuntman,
6:30pm,The Nightmare Room,Be Scareful What You Wish For,
7:00pm,Dead Last,The Crawford Touch,
7:30pm,,,
8:00pm,Buffy the Vampire Slayer,Tabula Rasa,
8:30pm,,,
9:00pm,Vampire High,Dads And Monsters,
9:30pm,Scary But True,Lemp Mansion/The Haunted Firehouse/The Winchester Mansion,
10:00pm,Scariest Places on Earth,Magnolia Lane Plantation,
10:30pm,,,
11:00pm,Chart Attack,Back In The Day Episode 2-9,
11:30pm,,,
