Time,Show,Episode,Image
12:00am,Are You Being Served?,The Club,""
12:30am,Keeping Up Appearances,Episode 18,""
1:00am,"Yes, Minister",Whiskey Priest,""
1:30am,Rocky & Bullwinkle,Episode 69,""
2:00am,Hey Arnold!,"Monkeyman! / Buses, Bikes, Subways",""
2:30am,Roswell Conspiracies,Showdown (Part 1),""
3:00am,Walter Melon,E=Melon2,""
3:30am,Batman,The Under-Dwellers,""
4:00am,Dragon Ball Z,Pathos of Frieza,""
4:30am,Digimon,The Captive Digimon,""
5:00am,Pokemon: The Johto Journeys,Shell Shock,""
5:30am,Roswell Conspiracies,Showdown (Part 1),""
6:00am,Once Upon A Hamster,Birdwatching,""
6:30am,St. Bear's Dolls Hospital,The Laughing Hyena,""
6:44am,Beezoo's Attic,Melody Loses Her Voice,""
7:00am,Panda Bear Daycare,My Turn,""
7:14am,Ruffus The Dog,The Brave Little Tailor,""
7:30am,Anthony Ant,The Ant Who Would / Flood,""
8:00am,The Jetsons,Elroy in Wonderland,""
8:30am,Stickin' Around,Little Barber Shop of Horrors / Hippity Hop to the Top,""
9:00am,Rupert,Rupert's & Ottoline,""
9:24am,Judy & David's Boom Box,Gotta Getta Goody,""
9:30am,Bananas In Pyjamas,Episode 54,""
9:55am,Pablo The Little Red Fox,Rattling Bones,""
10:00am,Country Mouse and the City Mouse Adventures,Wild West Mice,""
10:30am,St. Bear's Dolls Hospital,The Laughing Hyena,""
10:44am,Beezoo's Attic,Melody Loses Her Voice,""
11:00am,Panda Bear Daycare,My Turn,""
11:14am,Ruffus The Dog,The Brave Little Tailor,""
11:30am,Anthony Ant,The Ant Who Would / Flood,""
11:53am,Spider,Spider In The Bath,""
12:00pm,Rugrats,Let There Be Light / The Bank Trick,""
12:30pm,Uh Oh!,Episode 146,""
1:00pm,Jellabies,Caves,""
1:05pm,Maisy,Shed,""
1:10pm,Wildlife,Episode 23,""
1:15pm,Mopatop's Shop,Dancin' In The Shop,""
1:24pm,Pablo The Little Red Fox,Rattling Bones,""
1:30pm,Country Mouse and the City Mouse Adventures,Wild West Mice,""
2:00pm,Archibald the Koala,Pizza / Camping,""
2:24pm,Jellabies,Egg,""
2:30pm,Sheeep,Gogal The Champion,""
2:40pm,Adventures of Spot,Spot Goes To The Circus,""
2:44pm,Sheeep,Gogol Learns Golf,""
2:55pm,Spider,Just a Spider,""
3:00pm,Magic School Bus,Takes a Dive,""
3:30pm,Uh Oh!,Episode 135,""
4:00pm,Rugrats,Let There Be Light / The Bank Trick,""
4:30pm,Hey Arnold!,Grandpa's Sister / Synchronized Swimming,""
5:00pm,Pokemon,Stage Fight,""
5:30pm,Digimon,The Storm of Friendship,""
6:00pm,Wish Upon a Star (1996),""
6:30pm
7:00pm
7:30pm
8:00pm,YTV's Hit List,Episode 10-18 Part One [Note 1],""
8:30pm
9:00pm,Making The Band,Highlights,""
9:30pm,Chart Attack!,Episode 1-16  [Note 2],""
10:00pm
10:30pm,Gamerz,Episode 33,""
11:00pm,Beast Machines,Prometheus Unbound,""
11:30pm,Shadow Raiders,Ascension,""
