Time,Show,Episode
12:00am,Are You Being Served?,The Punch And Judy Affair
12:30am,Keeping Up Appearances,Episode 2
1:00am,"Yes, Minister",Right To Know
1:30am,Rocky & Bullwinkle,Episode 13
2:00am,Ocean Girl,Episode 35
2:30am,The Anti-Gravity Room,Fantasy
3:00am,System Crash,Sleazy Does It
3:30am,Alpha 2 Omega,Darwin's Undies
4:00am,Gamerz,Episode 33
4:30am,Garfield and Friends,Binky Gets Cancelled Again! / Orson's Diner / Flat Tired
5:00am,Yvon Of The Yukon,Beach Blanket Bozos
5:30am,"Yes, Minister",Right To Know
6:00am,Incredible Story Studio,Invasion Of The Parent Trapper
6:25am,UNICEF: Rights of the Child,Episode 3
6:35am,Rainmakers,Mozabique
7:00am,Panda Bear Daycare,Hickory Dickory Duck
7:14am,Ruffus the Dog,Tom Thumb
7:30am,Anthony Ant,The Sceptre / Weevil
8:00am,Stickin Around,Return Your Seats to an Uptight Position / Yams Away
8:30am,Adventures of Dudley The Dragon,The Royal Crown
8:54am,Toothbrush Family,Tooth Fairy's Holiday
9:00am,Rupert,Rupert and the Crystal Ball
9:24am,Pablo The Little Red Fox,The Big Bed
9:30am,St. Bear's Dolls Hospital,The Forgetful Elephant
9:44am,Beezoo's Attic,The Haunted Armoire
10:00am,Country Mouse & City Mouse Adventures,Those Amazing Mice In Their Flying Machines
10:23am,Bump,Bump and the Windy Day
10:30am,Babar,Babar's First Step
11:00am,Panda Bear Daycare,Hickory Dickory Duck
11:14am,Ruffus the Dog,Tom Thumb
11:30am,Anthony Ant,The Sceptre / Weevil
11:54am,Spider,In My Tent
12:00pm,Sailor Moon,A Moon Star Is Born
12:30pm,Uh Oh!,Episode 130
1:00pm,Jellabies,Found
1:05pm,Maisy,Ouch
1:10pm,Wildlife,Episode 2
1:15pm,Mopatop's Shop,Where's The Blue
1:24pm,Pablo The Little Red Fox,The Big Bed
1:30pm,Country Mouse & City Mouse Adventures,Those Amazing Mice In Their Flying Machines
2:00pm,St. Bear's Dolls Hospital,The Forgetful Elephant
2:14pm,Beezoo's Attic,The Haunted Armoire
2:30pm,Forgotten Toys,No Fair! / New Zoo
2:52pm,Elliot Moose,Socksel and Grelliot
3:00pm,Stickin Around,Return To Your Seats / Yams Away
3:30pm,Uh Oh!,Episode 151
4:00pm,Rugrats,Angelica Nose Best / The Pirate Light
4:30pm,Hey Arnold,The Racing Mule / Curly's Girl
5:00pm,Pokemon: The Johto Journeys,The Fire-ing Squad!
5:30pm,Digimon,Fusion Confusion
6:00pm,Boy Meets World,It's A Wonderful Night
6:30pm,Zack Files,Talented Mr. Talizman
7:00pm,Radio Active,Commercial Chaos
7:30pm,Grizzly Tales for Gruesome Kids,Moribundus / Snatcher
8:00pm,Treasure,Eco Treasure / Big Day Out
8:30pm,Dragon Ball Z,Mysterious Youth
9:00pm,Gundam Wing,Fight For Independance
9:30pm,Vision of Escaflowne,Fateful Decision
10:00pm,Crush,Luke / Matt
10:30pm,Rex The Runt,Holiday / Adventures
11:00pm,Student Bodies,After High School
11:30pm,Zack Files,Talented Mr. Talizman
