Time,Show,Episode,Image
12:00am,Are You Being Served?,The Hold Up,""
12:30am,Keeping Up Appearances,Episode 1,""
1:00am,"Yes, Minister",Patron Of The Arts,""
1:30am,Rocky & Bullwinkle,Episode 123,""
2:00am,Hey Arnold!,Helga's Masquerade / Mr. Green Runs,""
2:30am,Oggy & The Cockroaches,Episode 14,""
3:00am,Three Friends & Jerry,Episode 6,""
3:30am,Batman,The Last Laugh,""
4:00am,Dragon Ball Z,No Worries Here,""
4:30am,Digimon,An Old Enemy Returns,""
5:00am,Pokemon,"Roll On, Pokemon",""
5:30am,Oggy & The Cockroaches,Episode 14,""
6:00am,Once Upon A Hamster,Hammy's Wings,""
6:30am,Turtle Island,Strange Kind Of Castaway,""
7:00am,Panda Bear Daycare,A-Scared,""
7:14am,Ruffus The Dog,Three Musketeers,""
7:30am,Anthony Ant,It's My Party / The Circus,""
8:00am,Kleo The Misfit Unicorn,Dragon Catcher,""
8:30am,George & Martha,The Hypnotist / The Sweet Tooth,""
9:00am,Rupert,Rupert And The Mystery Marsh,""
9:24am,Pablo The Little Red Fox,Pumpkin Measures Up,""
9:30am,St. Bear's Dolls Hospital,St. Bear's Open Day,""
9:44am,Beezoo's Attic,The Parade,""
10:00am,Kitty Cats,Grampa Victor / Roderick,""
10:30am,Babar,Between Friends,""
11:00am,Panda Bear Daycare,A-Scared,""
11:15am,Ruffus The Dog,Three Musketeers,""
11:30am,Anthony Ant,It's My Party / The Circus,""
11:55am,Spider,Classroom Distractions,""
12:00pm,Sailor Moon,Brotherly Love,""
12:30pm,Uh Oh!,Episode 70,""
1:00pm,Kitty Cats,Pip-Pop / Lion And Mouse,""
1:30pm,Babar,Between Friends,""
2:00pm,St. Bear's Dolls Hospital,St. Bear's Open Day,""
2:14pm,Beezoo's Attic,The Parade,""
2:30pm,Anatole,World Of Cheese,""
3:00pm,Stickin' Around,"Loooong Weekend / Goodbye, Adios, Sayonara Bradley",""
3:30pm,Uh Oh!,Episode 150,""
4:00pm,Rugrats,Regarding Stuie / Garage Sale,""
4:30pm,Hey Arnold!,Helga On The Couch,""
5:00pm,Pokemon,Illusion Confusion,""
5:30pm,Digimon,Darkness Before Dawn,""
6:00pm,Generation O!,Deviated Tonsils,""
6:30pm,YTV's Hit List,Episode 10-36 [Note 1],""
7:00pm
7:30pm
8:00pm,Making The Band,Recap,""
8:30pm,All Access Special,"Seven Cities, 10 Days (Part 1)",""
9:00pm,Crush,Candy / Jordan,""
9:30pm,Chart Attack!,Episode 1-35  [Note 2],""
10:00pm
10:30pm,Big Wolf On Campus,The Geek Shall Inherit,""
11:00pm,Student Bodies,The Jr. Prom,""
11:30pm,Gamerz,Episode 33,""
