Time,Show,Episode,Image
12:00am,Are You Being Served?,Calling All Customers,""
12:30am,Keeping Up Appearances,Episode 27,""
1:00am,"Yes, Minister",Whisky Priest,""
1:30am,Rex the Runt,Carbonara / Bob's,""
2:00am,Ocean Girl,Episode 35,""
2:30am,The Anti-Gravity Room,Episode 39,""
3:00am,System Crash,Season Greed-Ings,""
3:30am,Alpha 2 Omega,Yin & Yang,""
4:00am,gamerZ,Episode 1,""
4:30am,Yvon Of The Yukon,Call of The Mild,""
5:00am,TV & Me,TV & Me (Part 1),""
5:30am,TV & Me (Part 2),""
6:00am,Babar,Fathers and Sons,""
6:30am,Rupert,Rupert & The Bell,""
7:00am,Stickin' Around,The Good the Bad and the Bradley / Bye Bye Baby Birdie,""
7:30am,Catdog,Escape From the Deep End / The Collector,""
8:00am,Rugrats,Hand Me Downs / Angelica's Ballet,""
8:30am,Little Bear,Episode 1,""
9:00am,Rupert,Rupert & The Bell,""
9:30am,Babar,Victor Victorious,""
10:00am,George & Martha,The Picnic / The Trickster,""
10:30am,Panda Bear Daycare,Ears To Ya!,""
10:45am,Ruffus The Dog,Aladdin,""
11:00am,Anthony Ant,Rustle Mania / Anything,""
11:30am,Stickin Around,What's The Flap Jack? / Pool Party,""
12:00pm,Uh Oh!,Episode 59,""
12:30pm,Mona The Vampire,Night of the Living Scarecrow; The Robot Babysitter,""
1:00pm,George & Martha,The Picnic / The Trickster,""
1:30pm,Little Bear,Little Bear's Garden / Prince Little Bear / A Painting for Emily,""
2:00pm,Babar,Fathers and Sons,""
2:30pm,Rupert,Rupert & The Bell,""
3:00pm,Angry Beavers,Open Wide for Zombies/Dumbwaiters,""
3:30pm,Uh Oh!,Episode 180,""
4:00pm,The Powerpuff Girls,Superfriends,""
4:30pm,Hey Arnold!,Career Day / Hey Harold!,""
5:00pm,Pokémon,The Pokémon Water War,""
5:30pm,Digimon Tamers,Arukenimon's Tangled Web,""
6:00pm,Santa Calls,2001 - Episode 1,""
6:30pm
7:00pm,Super Duper Sumos,Santa's a Big Phat Sumo,""
7:30pm,Yvon of the Yukon,Joy to Yvon,""
8:00pm,Pinky and the Brain,A Pinky and the Brain Christmas,""
8:30pm,Animaniacs,'Twas the Day Before Christmas / Jingle Boo / The Great Wakkorotti: The Holiday Concert / Toy Shop Terror / Yakko's Universe,""
9:00pm,The New Addams Family,Progress in Addams,""
9:30pm,Breaker High,Tamira is Another Day,""
10:00pm,Radio Active,The Replacement,""
10:30pm,Student Bodies,Mag's Dark Side,""
11:00pm,Big Wolf on Campus,Time and Again,""
11:30pm,Treasure,Two Faces of Treasure / Nightmare on Oxford St.,""
