Time,Show,Episode
12:00am,Are You Being Served?,Pop Star
12:30am,Keeping Up Appearances,Episode 5
1:00am,"Yes, Minister",Big Brother
1:30am,Rocky & Bullwinkle,Episode 129
2:00am,Hey Arnold!,Arnold Betrays Iggy / Helga and the Nanny
2:30am,Oggy & The Cockroaches,Episode 18
3:00am,Three Friends & Jerry,Episode 10
3:30am,Batman,Fear Of Victory
4:00am,Dragon Ball Z,A New Guardian
4:30am,Digimon,Genesis Of Evil
5:00am,Pokemon: The Johto Journeys,Snubbull Snobbery
5:30am,Oggy & The Cockroaches,Episode 18
6:00am,Once Upon A Hamster,Tugboat Toadie - Part 2
6:30am,Kleo The Misfit Unicorn,Perfect To A Fault
6:54am,Works,Fish Sticks
7:00am,Fuzzpaws,Creepy Crawlies
7:30am,Elliot Moose,Episode 24
8:00am,Monster By Mistake,Just Desserts
8:30am,Anatole,Anatole's Parisian Adventure
9:00am,Rupert,Rupert's and Mum
9:24am,Pablo the Little Red Fox,City Lights
9:30am,St. Bear's Dolls Hospital,Big Lesson Nurse Penny
9:44am,Beezoo's Attic,The Sugar Cane Princess
10:00am,Kitty Cats,Antennas / Door-To-Door
10:30am,Babar,Tour De Celesteville
11:00am,Fuzzpaws,Creepy Crawlies
11:30am,Elliot Moose,Episode 24
11:51pm,Lisa,Gets A Babysitter
12:00pm,Sailor Moon,"Star Struck, Bad Luck"
12:30pm,Uh Oh!,Episode 112
1:00pm,Kitty Cats,Underwater Tales / Secrets
1:30pm,Babar,Tour De Celesteville
2:00pm,St. Bear's Dolls Hospital,Big Lesson Nurse Penny
2:14pm,Beezoo's Attic,The Sugar Cane Princess
2:30pm,George & Martha,The Garden / Split Pea Soup
2:53pm,Elliot Moose,Mysterious Pieland
3:00pm,Monster By Mistake,Just Desserts
3:30pm,Uh Oh!,Episode 154
4:00pm,Rugrats,Reptar On Ice / Family Feud
4:30pm,Hey Arnold!,Sid the Vampire Slayer / Big Sis
5:00pm,Pokemon: The Johto Journeys,Little Big Horn
5:30pm,Digimon,If I Had A Tail Hammer
6:00pm,Powerpuff Girls,Birthday Bash / Too Pooped to Puff
6:30pm,Yvon Of The Yukon,Million Dollar Moron
7:00pm,Super Rupert,Venom Mouthed Vixen
7:30pm,Screech Owls,Secret Locked Away
8:00pm,Dragon Ball Z,Dende's Dragon
8:30pm,Radio Active,The Invasion
9:00pm,Big Wolf On Campus,Frank Stein
9:30pm,Student Bodies,Bad Girl Emily
10:00pm,Freaky Stories,Episode 21
10:30pm,Goosebumps,The Headless Ghost
11:00pm,Worst Witch,Lost Chord
11:30pm,Incredible Story Studio,Family Foibles
