Time,Show,Episode,Image
12:00am,Are You Being Served?,Memories Are Made Of This,""
12:30am,Keeping Up Appearances,Episode 26,""
1:00am,"Yes, Minister",Bed Of Nails,""
1:30am,Rocky & Bullwinkle,Episode 130,""
2:00am,Monster By Mistake,Fossel Remains,""
2:30am,Rugrats,Zoo Story / I Do,""
3:00am,Gundam Wing,Lunar Base Infiltration,""
3:30am,CatDog,Diamond Fever / The Pet,""
4:00am,Hey Arnold!,Dangerous Lumber / Mr. Hyunh Goes Country,""
4:30am,Uh Oh!,Episode 121,""
5:00am,Digimon Tamers,The Insect Master,""
5:30am,Pokémon: The Johto Journeys,The Totodile Duel,""
6:00am,Babar,A Child in the Snow,""
6:30am,Rupert,Rupert and the Dragon,""
7:00am,Stickin' Around,Beware The Lunchwad / Madame Know-It-All,""
7:30am,Catdog,Shriek Loves / Workforce,""
8:00am,Rugrats,Magic Baby / Dil We Meet,""
8:30am,Uh Oh!,Episode 132,""
9:00am,Rupert,Rupert and the Dragon,""
9:30am,Babar,Every Basket Has...,""
10:00am,George & Martha,The Mirror / Special Gift,""
10:30am,Panda Bear Daycare,Sharing,""
10:44am,Ruffus The Dog,Sinbad,""
11:00am,Anthony Ant,Magic Marble / A Knight,""
11:30am,Stickin' Around,It's My Parties / Do the Russell,""
12:00am,The Jetsons,S.M.A.S.H.,""
12:30pm,The Flintstones,Here's Snow in Your Eye,""
1:00pm,George & Martha,The Mirror / Special Gift,""
1:30pm,Little Bear,Episode 19,""
2:00pm,Babar,A Child in the Snow,""
2:30pm,Rupert,Rupert and the Dragon,""
3:00pm,The Angry Beavers,If You Insisters / Alley Oops,""
3:30pm,Dexter's Laboratory,Dee Dee's Room / Huntor / Big Sister,""
4:00pm,The Powerpuff Girls,Him Diddle Riddle,""
4:30pm,Hey Arnold!,Arnold's Room / Helga vs. Big Patty,""
5:00pm,Pokémon: The Johto Journeys,Fowl Play,""
5:30pm,Digimon Tamers,The Journey Begins,""
6:00pm,You're Invited to Mary-Kate & Ashley's Christmas Party (1997),""
6:30pm,Generation O!,Lone Fry,""
6:50pm,Off-Air,""
7:10pm,YTV's Hit List,Episode 11-14,""
7:30pm
8:00pm
8:30pm,Big Wolf on Campus,Anti-Claus is Coming,""
9:00pm,Vampire High,The Summoning,""
9:30pm,Daria,Boxing Daria,""
10:00pm,Chart Attack!,Episode 2-13,""
10:30pm
11:00pm,Big Wolf on Campus,Invisible Merton,""
11:30pm,Student Bodies,The Holiday Show,""
