Time,Show,Episode,Image
12:00am,Are You Being Served?,Diamonds Are A Man's Best Friend,""
12:30am,Keeping Up Appearances,Episode 27,""
1:00am,"Yes, Minister",Official Visit,""
1:30am,Rocky & Bullwinkle,Episode 48,""
2:00am,Ocean Girl,Episode 45,""
2:30am,The Anti-Gravity Room,Bad Ideas,""
3:00am,System Crash,Cyberworld,""
3:30am,Alpha 2 Omega,Episode 8,""
4:00am,Gamerz,Episode 3,""
4:30am,Garfield and Friends,Count Lasagna / Mystery Guest / Rodent Rampage,""
5:00am,Yvon Of The Yukon,An Officer And A Frenchman,""
5:30am,Freaky Stories,Designer Tales,""
6:00am,Incredible Story Studio,Plaguing The Past,""
6:25am,UNICEF: Rights of the Child,Episode 3,""
6:35am,Rainmakers,New York English,""
7:00am,Panda Bear Daycare,Change Of Heart,""
7:14am,Ruffus the Dog,Gulliver's Travels,""
7:30am,Anthony Ant,Air Ant / Antastic,""
8:00am,Stickin Around,Mission Implausible / Saturday Afternoon Fever,""
8:30am,Adventures of Dudley The Dragon,Dudley And The Tooth,""
8:54am,Toothbrush Family,Soapsuds,""
9:00am,Rupert,Rupert And The Twilight,""
9:24am,Pablo The Little Red Fox,Happy Twelfth Moon,""
9:30am,St. Bear's Dolls Hospital,Dragon Who Couldn't Fly,""
9:44am,Beezoo's Attic,Beezoo The Postman,""
10:00am,Kitty Cats,Charlie's Idol / Flowers For My,""
10:30am,Babar,Remember When..,""
11:00am,Panda Bear Daycare,Change Of Heart,""
11:14am,Ruffus the Dog,Gulliver's Travels,""
11:30am,Anthony Ant,Air Ant / Antastic,""
11:54am,Spider,Little Miss M,""
12:00pm,Sailor Moon,Grandma's Follies,""
12:30pm,Uh Oh!,Episode 85,""
1:00pm,Jellabies,Egg,""
1:05pm,Maisy,Swimming,""
1:10pm,Wildlife,Episode 27,""
1:15pm,Mopatop's Shop,Ducky Dog,""
1:24pm,Pablo The Little Red Fox,Happy Twelfth Moon,""
1:30pm,Babar,Remember When..,""
2:00pm,Who Gets the House? (1999),""
2:30pm
3:00pm
3:30pm
4:00pm,Rugrats,And the Winner Is... / Dil's Bathtime / Bigger Than Life,""
4:30pm,Hey Arnold!,Part Time Friends; Runaway Float,""
5:00pm,Pokémon,Flower Power,""
5:30pm,Digimon,Out On the Town,""
6:00pm,Boy Meets World,A Kiss Is More Than A Kiss,""
6:30pm,The Zack Files,Gone,""
7:00pm,Radio Active,For Whom the Bell Curve Tolls,""
7:30pm,Grizzly Tales for Gruesome Kids,Little Bug / Fat Boy,""
8:00pm,Freaky Stories,A Fishy Story / Apologies to Steinbeck / Dumped in the Outback / The Creeping Curse of the Mummy's Tomb,""
8:30pm,Dragon Ball Z,Doomsday Broadcast,""
9:00pm,Gundam Wing,Battleship Libra,""
9:30pm,Vision of Escaflowne,Diabolical Adonis,""
10:00pm,Crush,Courtney / Tara,""
10:30pm,Rex The Runt,Johnny Saveloy's Undoing / The City Shrinkers,""
11:00pm,Student Bodies,Career Day,""
11:30pm,The Zack Files,Gone,""
