Time,Show,Episode
12:00am,Are You Being Served?,Up Captain Peacock
12:30am,Keeping Up Appearances,Episode 37
1:00am,"Yes, Minister",Bed Of Nails
1:30am,Rex the Runt,Johnny Saveloy's Undoing / City Shrinkers
2:00am,Ocean Girl,Episode 26
2:30am,The Anti-Gravity Room,Episode 30
3:00am,System Crash,Celebrity
3:30am,Alpha 2 Omega,Episode 10
4:00am,Gamerz,Episode 26
4:30am,Yvon Of The Yukon,An F In Friendship
5:00am,Final Cut,Animals
5:25am,UNICEF,Episode 1
5:35am,Suzuki's Nature Quest,Liquid Highway
6:00am,Babar,Victor Victorious
6:30am,Rupert,Rupert & The Paper Folders
7:00am,Stickin' Around,It's My Party / Do The Russell
7:30am,Catdog,Dem Bones/Winslow's Funniest Home Video/You're Fired
8:00am,Rugrats,King Ten Pin / Runaway Angelica
8:30am,Uh Oh!,Episode 156
9:00am,Rupert,Rupert & The Paper Folders
9:30am,Kitty Cats,Difference / Big Surprise
10:00am,St. Bear's Dolls Hospital,The Lonely Dinosaur
10:15am,Beezoo's Attic,The Strange Dream
10:30am,Panda Bear Daycare,It's What Counts
10:45am,Ruffus The Dog,Little Red Riding Hood
11:00am,Babar,Victor Victorious
11:30am,Anthony Ant,It's My Party / The Circus
11:53am,Lisa,The Seed
12:00pm,The Jetsons,Father Daughter Dance
12:30pm,The Flintstones,The Missing Bus
1:00pm,George & Martha,The Blabbermouth / Life & Breath
1:30pm,Little Bear,Mitzi's Little Monster / Simon Says / Applesauce
2:00pm,Babar,Victor Victorious
2:30pm,Rupert,Rupert & The Paper Folders
3:00pm,Detention,Breaking Out
3:30pm,Uh Oh!,Episode 172
4:00pm,The Powerpuff Girls,Insect Inside / Powerpuff Bluff
4:30pm,Hey Arnold!,Operation: Ruthless / The Vacant Lot
5:00pm,Pokémon: Johto League Champions,Beauty and the Breeder
5:30pm,Digimon Tamers,Grow Mon Grow
6:00pm,State Of Grace,Eve of Destruction
6:30pm,The Zack Files,In Your Dreams
7:00pm,Screech Owls,Simon Said
7:30pm,Grizzly Tales for Gruesome Kids,Episode 1
8:00pm,Dragon Ball Z,Rescue Videl
8:30pm,Freaky Stories,Episode 26
9:00pm,The New Addams Family,My Fair Cousin Itt
9:30pm,Breaker High,Swiss You Were Here
10:00pm,Radio Active,Death Of A Salesman
10:30pm,Student Bodies,Babe Magnet
11:00pm,Big Wolf On Campus,Hello Nasty
11:30pm,Treasure,Treasure is Not Stupid / Everyone Go Away
