Time,Show,Episode,Youtube Video ID
12:00am,Chart Attack!,Episode 1-23[Note 1],
12:30am,,,
1:00am,"Yes, Minister",Official Secrets,
1:30am,Rocky & Bullwinkle,Episode 40,
2:00am,Ocean Girl,Episode 42,
2:30am,The Anti-Gravity Room,Pot Luck (Part 2),
3:00am,System Crash,Health & Fitness,
3:30am,Alpha 2 Omega,Episode 4,
4:00am,Gamerz,Episode 40,
4:30am,Digimon,Spirit Needle,
5:00am,Pokemon: The Johto Journeys,A Bout With Sprout,
5:30am,Action Man,Grey Areas,
6:00am,Dumb Bunnies,Missing Lollapaluzzi,
6:23am,Lisa,Lisa Goes On A Picnic,
6:30am,George & Martha,Roller Derby / The Spa,
6:52am,Elliot Moose,Flower-Spotted Dragon,
7:00am,The Adventures of Tintin,Land Of Black Gold (Part 2),
7:30am,Action Man,Storm Front,
8:00am,Garfield and Friends,Odilocks & The 3 Cats,
8:30am,Peanuts,"Snoopy's Getting Married, Charlie Brown",
9:00am,The Flintstones,Fred's Monkeyshines,
9:30am,The Jetsons,Elroy's TV Show,
10:00am,Rocky & Bullwinkle,Episode 53,
10:30am,Dexter's Labratory,Double Trouble/Barbequor/Changes,
11:00am,Detention,Boyz 'N Parenthood,
11:30am,The New Woody Woodpecker Show,Cabin Fever/Everybody's a Critic/Hide and Seek,
12:00pm,The Adventures of Tintin,Land Of Black Gold (Part 2),
12:30pm,Yvon Of The Yukon,When Loves Goes Babs,
1:00pm,Yaa! To The M@x,One Track Mind,
1:30pm,Sailor Moon,Dangerous Dollies,
2:00pm,Vision Of Escaflowne,Edge Of The World,
2:30pm,Freaky Stories,Take My Job And Love It,
3:00pm,Detention,Boyz 'N Parenthood,
3:30pm,Watership Down,The Homecoming,
4:00pm,Peanuts,"Snoopy's Getting Married, Charlie Brown",
4:30pm,Little Grey Rabbit,Episode 4,
5:00pm,Yvon Of The Yukon,When Loves Goes Babs,
5:30pm,Two Of A Kind,Kevin Burke's Day Off,
6:00pm,Saddle Club,Trail Ride (Part 2),
6:30pm,Screech Owls,A Semi-Charmed Life,
7:00pm,Incredible Story Studio,Secret Identities,
7:30pm,Zack Files,The Switch,
8:00pm,Caitlin's Way,Freefall,
8:30pm,I Was A Sixth Grade Alien,The Haunting Of Blim,
9:00pm,Adventures of Shirley Holmes,Open Hand,
9:30pm,Radio Active,The Substitute,
10:00pm,System Crash,School Safety,
10:30pm,Big Wolf On Campus,The Girl Who Spied Wolf,
11:00pm,Brats of the Lost Nebula,A Lozian Necessity,
11:30pm,Shadow Raiders,Uneasy Hangs The Head,
