Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,The Hand Of Fate,
12:30am,Keeping Up Appearances,Episode 25,
1:00am,"Yes, Minister",Skeleton In The Cupboard,
1:30am,Rocky & Bullwinkle,Episode 95,
2:00am,Stickin Around,Mission Improbable / Saturday Fever,
2:30am,Rugrats,The Seven Voyages of Cynthia / My Friend Barney,
3:00am,Gundam Wing,Passing Destinies,
3:30am,CatDog,Fred the Flying Fish / CatDog Divided,
4:00am,Hey Arnold!,Helga's Makeover / Old Building,
4:30am,Uh Oh!,Episode 149,
5:00am,Digimon,Piedman's Last Jest,
5:30am,Pokémon: The Johto League Champions,Two Hits and A Miss,
6:00am,Babar,One Day That Got Away,
6:30am,Rupert,Rupert and The Great Mephisto,
7:00am,Monster By Mistake,Monster A Go Go,
7:30am,CatDog,The Unnatura l/ Dog Ate It / Dopes on Slopes,
8:00am,Rugrats,Feeding Hubert / Spike the Wonder Dog,
8:30am,Uh Oh!,Episode 63,
9:00am,Rupert,Rupert and The Great Mephisto,
9:30am,Kitty Cats,Difficult Choice / Fan...cy,
10:00am,St. Bear's Dolls Hospital,Big Lesson Nurse Penny,
10:15am,Beezoo's Attic,Beezoo's Little Brother,
10:30am,Fuzzpaws,Responsibility,
11:00am,Babar,One Day That Got Away,
11:30am,Elliot Moose,Episode 2,
11:52pm,Lisa,Doctor Lisa,
12:00pm,The Jetsons,Super George,
12:30pm,The Flintstones,The Hip Song Writers,
1:00pm,Anatole,High Fliers,
1:30pm,Little Bear,Sing A Song / A House For Mitzi / Up A Tree,
2:00pm,Babar,One Day That Got Away,
2:30pm,Rupert,Rupert and The Great Mephisto,
3:00pm,Animaniacs,Episode 5,
3:30pm,Dexter's Laboratory,Ewww That's Growth/Nuclear Confusion/Germ Warfare,
4:00pm,The Powerpuff Girls,Major Competition / Mr. Mojo,
4:30pm,Hey Arnold!,6th Grade Girls / Baseball,
5:00pm,Pokémon: Johto League Champions,A Hot Water Battle,
5:30pm,Digimon,Apocalymon Now,
6:00pm,As Told By Ginger,Dare I Darren?,
6:30pm,Yvon Of The Yukon,An F In Friendship,
7:00pm,Sitting Ducks,Born to Be Wild / Bill Hatches an Egg,
7:30pm,"Big Teeth, Bad Breath",Walk Like A Rabbit,
8:00pm,Dragon Ball Z,Gohan's First Date,
8:30pm,Freaky Stories,Episode 25,
9:00pm,The New Addams Family,"Morticia, The Breadwinner",
9:30pm,Breaker High,Two Seans Don't Make A Right,
10:00pm,Radio Active,Verse Versus Reverse,
10:30pm,Student Bodies,The Game Show,
11:00pm,Big Wolf On Campus,Scary Terri,
11:30pm,Luck Sullivan Getting Married,To Scotland and Back,
