Time,Show,Episode,Image
12:00am,Are You Being Served?,A Personal Problem,""
12:30am,Keeping Up Appearances,Episode 18,""
1:00am,"Yes, Minister",Greasy Pole,""
1:30am,Rocky & Bullwinkle,Episode 123,""
2:00am,Stickin' Around,Wimbled'Uh / Night Of The Living Dumpster,""
2:30am,Rugrats,Spikes Babies / Chicken Pops,""
3:00am,Gundam Wing,Bewildered Warriors,""
3:30am,Catdog,Mean Bob We Hardly Knew Ye / CatDog in Winslowland,""
4:00am,Hey Arnold!,Save The Tree / New Teacher,""
4:30am,Uh Oh!,Episode 143,""
5:00am,Digimon,Crest Of Kindess,""
5:30am,Pokémon,Pokemon - I Choose You,""
6:00am,Babar,Monkey Business,""
6:30am,Rupert,Rupert and Nessie,""
7:00am,Monster By Mistake,Johnny's Reunion,""
7:30am,Catdog,Cat Gone Band / The Old CatDog and the Sea,""
8:00am,Rugrats,Radio Daze / Psycho Angelica,""
8:30am,Uh Oh!,Episode 56,""
9:00am,Rupert,Rupert and Nessie,""
9:30am,Babar,Kings Of The Castle,""
10:00am,Anatole,Over The Sea,""
10:30am,Fuzzpaws,Nothing More Than Feelings,""
11:00am,Elliot Moose,Episode 15,""
11:30am,Monster By Mistake,Entertaining Orville,""
12:00pm,The Jetsons,Elroy Meets Orbitty,""
12:30pm,The Flintstones,Kleptomaniac Caper,""
1:00pm,Anatole,Over The Sea,""
1:30pm,Little Bear,Episode 12,""
2:00pm,Babar,Monkey Business,""
2:30pm,Rupert,Rupert and Nessie,""
3:00pm,Angry Beavers,Damnesia / Poseidam,""
3:30pm,Dexter's Laboratory,Lab-retto / Dyno-might,""
4:00pm,The Powerpuff Girls,Hot Air / Ploys Are Us,""
4:30pm,Hey Arnold!,"Eugene Goes Bad / What's Opera, Arnold?",""
5:00pm,Pokémon,Bulbasaur And The Hidden Village,""
5:30pm,Digimon Tamers,A World Apart,""
6:00pm,So Little Time,Lovers & Other Slotnicks,""
6:30pm,Caitlin's Way,Principles,""
7:00pm,Two Of A Kind,The Odd Couples,""
7:30pm,Saddle Club,Mystery Weekend,""
8:00pm,Dragon Ball Z,The Dark Prince Returns,""
8:30pm,Freaky Stories,Episode 17,""
9:00pm,The New Addams Family,Saving Private Addams,""
9:30pm,Breaker High,Tomb With A View,""
10:00pm,Radio Active,Payola Payback,""
10:30pm,Student Bodies,Episode 64,""
11:00pm,Big Wolf On Campus,Butch Comes To Shove,""
11:30pm,Big Meg Little Meg,Mambo Rambo,""
