Time,Show,Episode,Image
12:00am,Are You Being Served?,Front Page Story,""
12:30am,Keeping Up Appearances,Episode 23,""
1:00am,"Yes, Minister",Compassionate Society,""
1:30am,Rocky & Bullwinkle,Episode 52,""
2:00am,Hey Arnold!,Stinky Goes Hollywood/Olga Gets Engaged,""
2:30am,Paid Programming,Rogers@Home Infomercial Episode 3,""
3:00am,Three Friends & Jerry,Episode 23,""
3:30am,Batman,Avatar,""
4:00am,Dragon Ball Z,The Eldest Namek,""
4:30am,Digimon,Gateway To Home,""
5:00am,Pokémon,Scent-Sation,""
5:30am,Roswell Conspiracies,Countdown,""
6:00am,Once Upon a Hamster,Package from the Sky,""
6:30am,Turtle Island,Princess Of The Island,""
7:00am,Fuzzpaws,It's All In Your,""
7:30am,Elliot Moose,Episode 21,""
8:00am,Mona The Vampire,The Dreaded Human Spider/Night of the Living Mannequin,""
8:30am,Anatole,High Fliers,""
9:00am,Rupert,Rupert and The Little Bear,""
9:24am,Pablo the Little Red Fox,Balloon Trip,""
9:30am,St. Bear's Dolls Hospital,The Robbery,""
9:44am,Beezoo's Attic,The Lonely Princess,""
10:00am,Kitty Cats,Quietness Contest / Storm,""
10:30am,Babar,The Phantom,""
11:00am,Fuzzpaws,It's All In Your,""
11:30am,Elliot Moose,Episode 21,""
11:53am,Lisa,Holger with the Big Ears,""
12:00pm,Sailor Moon,Eternal Dreams,""
12:30pm,Uh Oh!,Episode 52,""
1:00pm,Kitty Cats,Hey Taxi / Nightingales,""
1:30pm,Babar,The Phantom,""
2:00pm,St. Bear's Dolls Hospital,The Robbery,""
2:15pm,Beezoo's Attic,The Lonely Princess,""
2:30pm,Anatole,The Cheesy Imposter,""
3:00pm,Mona The Vampire,The X-Change Student/The Red Moon Monsters,""
3:30pm,Uh Oh!,Episode 78,""
4:00pm,Rugrats,Finsterella,""
4:30pm,Hey Arnold!,Crabby Author / Rich Kid,""
5:00pm,Mummies Alive!,"Water, Water Everywhere",""
5:30pm,Pokémon,Hypno's Naptime,""
6:00pm,Digimon,It's All In The Cards,""
6:30pm,Sailor Moon,The Trouble With Love,""
7:00pm,Saddle Club,Trail Ride (Part 1),""
7:30pm,Reboot,"Wizards, Warriors, & A Word",""
8:00pm,Dragon Ball Z,Get Vegeta,""
8:30pm,Radio Active,The Poet,""
9:00pm,Big Wolf On Campus,Apocalypse Soon,""
9:30pm,Student Bodies,Scheming Victor,""
10:00pm,Freaky Stories,Episode 22,""
10:30pm,Goosebumps,The Haunted Mask (Part 2),""
11:00pm,Worst Witch,The Witchy Hour,""
11:30pm,Incredible Story Studio,Magical Mayhem,""
