Time,Show,Episode
12:00am,Are You Being Served?,Goodbye Mrs. Slocombe
12:30am,Keeping Up Appearances,Episode 3
1:00am,"Yes, Minister",Jobs For The Boys
1:30am,Rocky & Bullwinkle,Episode 14
2:00am,Hey Arnold!,Racing Mule / Curly's Girl
2:30am,Oggy & The Cockroaches,Bitter Chocolate / It's All Under Control / French Fries
3:00am,Walter Melon,Ben Hurdy-Gurdy / Jungle Schnook
3:30am,Batman,What Is Reality?
4:00am,Dragon Ball Z,Mysterious Youth
4:30am,Digimon,Fusion Confusion
5:00am,Pokemon: The Johto Journeys,The Fire-ing Squad!
5:30am,Oggy & The Cockroaches,Bitter / It's All / French
6:00am,Once Upon a Hamster,Tugboat Toadie
6:30am,Turtle Island,Baby Dragon
6:53am,Adventures of Spot,Spot Goes To The Fair
7:00am,Fuzzpaws,Share And Share Alike
7:30am,Elliot Moose,Beaverton's Dam / Star Players / Socksell and Grelliot / The Mapleberry Hog
8:00am,Mona The Vampire,Night of the Living Scarecrow / The Robot Babysitter
8:30am,Anatole,Anatole's Parisian Adventure
8:52am,Chip N Orbit,Episode 1
9:00am,Rupert,Rupert and Mum's Adventure
9:24am,Pablo the Little Red Fox,Market Day
9:30am,St. Bear's Dolls Hospital,The Toy Train Express
9:44am,Beezoo's Attic,Melody The Island Doll
10:00am,Country Mouse and the City Mouse Adventures,Frisco Rumble
10:30am,Babar,City Wars
11:00am,Fuzzpaws,Share And Share Alike
11:30am,Elliot Moose,Beaverton's Dam / Star Players / Socksell and Grelliot / The Mapleberry Hog
11:52am,Lisa,The Dinner Party
12:00pm,Sailor Moon,Talk Radio
12:30pm,Uh Oh!,Episode 129
1:00pm,Jellabies,Robot
1:05pm,Maisy,Guitar
1:10pm,Wildlife,Episode 3
1:15pm,Mopatop's Shop,Princess Lulabelle
1:24pm,Pablo the Little Red Fox,Market Day
1:30pm,Country Mouse and the City Mouse Adventures,Frisco Rumble
2:00pm,St. Bear's Dolls Hospital,The Toy Train Express
2:15pm,Beezoo's Attic,Melody The Island Doll
2:30pm,Kipper,Nothing Ever Happens / Pig's Present / The Rainbow Puddle
3:00pm,Mona The Vampire,Night of the Living Scarecrow / The Robot Babysitter
3:30pm,Uh Oh!,Episode 152
4:00pm,Rugrats,Grandpa's Bad Bug / Lady Luck
4:30pm,Hey Arnold!,On The Lam / Family Man
5:00pm,Pokémon,Charizard Chills
5:30pm,Digimon,The Insect Master's Trap
6:00pm,Boy Meets World,I Dream Of Feeny
6:30pm,Sailor Moon,No Turning Back
7:00pm,Saddle Club,The Saddle Club
7:30pm,Caitlin's Way,The Present Part One
8:00pm,I Was A Sixth Grade Alien,Camputer Meltdown
8:30pm,Dragon Ball Z,Another Super Saiyan?
9:00pm,Gundam Wing,"Duo, The God Of Death"
9:30pm,Noah Knows Best,The Tutor
10:00pm,Making The Band,Members Announced
10:30pm,Lucy Sullivan Getting Married,To Scotland and Back
11:00pm,Student Bodies,Time To Try
11:30pm,Caitlin's Way,The Present Part One
