Time,Show,Episode,Youtube Video ID
12:00am,Daria,Legends Of The Mall,
12:30am,Downtown,Sin Bin,
1:00am,"Yes, Minister",Whisky Priest,
1:30am,Rocky & Bullwinkle,Episode 145,
2:00am,Hey Arnold!,The Racing Mule / Curly's Girl,
2:30am,Roswell Conspiracies,Peacemaker,
3:00am,Three Friends & Jerry,Episode 21,
3:30am,Batman,"Tyger, Tyger",
4:00am,Student Bodies,After High School,
4:30am,Digimon,Cody Takes A Stand,
5:00am,Pokémon: The Johto Journeys,Chikorita's Big Upset,
5:30am,Roswell Conspiracies,Peacemaker,
6:00am,Dumb Bunnies,Lose To Win,
6:23am,Lisa,Gets A Babysitter,
6:30am,Anatole,Hunchbat Of Notre Dame,
6:53am,Elliot Moose,Flower-Spotted Dragon,
7:00am,Pippi Longstocking,Pippi Entertains Two Burglars,
7:30am,Action Man,Cold War,
8:00am,Digimon,Digimon World Tour (Part 2),
8:30am,Pokémon: The Johto Journeys,Farfetch'd Tale,
9:00am,Jackie Chan Adventures,The Mask Of El Toro Fuerte,
9:30am,The Wild Thornberry's,Darwin Plays The Palace,
10:00am,Angry Beavers,My BunnyGuard / What's Eating You?,
10:30am,Spongebob Squarepants,Jelly Fishing / Plankton,
11:00am,Alvin & The Chipmunks,Back to Our Future,
11:30am,The Flintstones,The Gruesomes,
12:00pm,The Jetsons,Dance Time,
12:30pm,Radio Active,Return To Sender,
1:00pm,Video & Arcade Top 10,Episode 31,
1:30pm,YTV's Hit List,Episode 10-39,
2:00pm,,,
2:30pm,,,
3:00pm,Josie and the Pussycats,Plateau Of The Apes,
3:30pm,Sailor Moon,Driven Dreamer,
4:00pm,Vision Of Escaflowne,Edge of the World,
4:30pm,The Powerpuff Girls,Jewel of the Aisle / Super Zeroes,
5:00pm,Generation O!,You Copied,
5:30pm,Freaky Stories,Episode 32,
6:00pm,The New Addams Family,Feud In The Addams Family,
6:30pm,I Was A Sixth Grade Alien,A Very Buttsman Christmas,
7:00pm,Worst Witch,Animal Magic,
7:30pm,Big Wolf On Campus,Cat Woman,
8:00pm,Buffy The Vampire Slayer,The Replacement,
8:30pm,,,
9:00pm,Live Through This,Episode 8,
9:30pm,,,
10:00pm,Goosebumps,Bad Hare Day,
10:30pm,Student Bodies,The Jr. Prom,
11:00pm,System Crash,"Summer Loving, Had Us A Crush",
11:30pm,Radio Active,Logic 101,
