Time,Show,Episode
12:00am,Are You Being Served?,Episode 12
12:30am,Keeping Up Appearances,Episode 21
1:00am,"Yes, Minister",One Of Us?
1:30am,Rocky & Bullwinkle,Episode 38
2:00am,Hey Arnold!,Das Subway / Wheezin' Ed
2:30am,Oggy & The Cockroaches,Episode 19
3:00am,Walter Melon,And Yet It / Melon Liberty
3:30am,Batman,Mudslide
4:00am,Dragon Ball Z,Goku's Assassin
4:30am,Digimon,It's All In The Cards
5:00am,Pokemon,"Love, Totodile Style"
5:30am,Oggy & The Cockroaches,Episode 19
6:00am,Once Upon A Hamster,Houseboat
6:30am,Turtle Island,Strange Kind Of Castaway
7:00am,Panda Bear Daycare,Pony Tails
7:14am,Ruffus The Dog,Pied Piper of Hamlin
7:30am,Anthony Ant,The Picnic / Race Against
8:00am,Stickin' Around,Bad News / The Great Race
8:30am,George & Martha,French Lesson / Big Scare
9:00am,Rupert,Rupert and Little Yum
9:24am,Pablo The Little Red Fox,Sky High
9:30am,St. Bear's Dolls Hospital,Circus Comes To Town
9:44am,Beezoo's Attic,The Fairy Tale
10:00am,Country Mouse and the City Mouse Adventures,Arabian Tails
10:30am,Babar,Tour De Celesteville
11:00am,Panda Bear Daycare,Pony Tails
11:14am,Ruffus The Dog,Pied Piper of Hamlin
11:30am,Anthony Ant,The Picnic / Race Against
11:53am,Spider,Classroom Distractions
12:00pm,Sailor Moon,A Friend In Wolf's Clothing
12:30pm,Uh Oh!,Episode 151
1:00pm,Jellabies,Hide & Seek
1:05pm,Maisy,Fish
1:10pm,Wildlife,Episode 21
1:15pm,Mopatop's Shop,The Do Wah Be Doo
1:24pm,Pablo The Little Red Fox,Sky High
1:30pm,Country Mouse and the City Mouse Adventures,Arabian Tails
2:00pm,St. Bear's Dolls Hospital,Circus Comes To Town
2:14pm,Beezoo's Attic,The Fairy Tale
2:30pm,Sheeep,Bank Robbery
2:40pm,Adventures of Spot,Spot Goes To The Farm
2:44pm,Sheeep,Flood
3:00pm,Stickin' Around,Bad News / The Great Race
3:30pm,Uh Oh!,Episode 130
4:00pm,Rugrats,Zoo Story / I Do
4:30pm,Hey Arnold!,The List / The Haunted Train
5:00pm,Pokemon: The Johto Journeys,Fowl Play!
5:30pm,Digimon,Cody Takes A Stand
6:00pm,Dragon Ball Z,Seized With Fear
6:30pm,Monster Rancher,Holly's Happy Birthday
7:00pm,Sailor Moon,Bad Harmony
7:30pm,YTV's Hit List,Episode 10-25 [Note 1]
8:00pm,,
8:30pm,,
9:00pm,Noah Knows Best,The Computer
9:30pm,Making The Band,Dress Rehearsal
10:00pm,Chart Attack!,Episode 1-23  [Note 2]
10:30pm,,
11:00pm,Student Bodies,Monsieur Cody
11:30pm,Gamerz,Episode 40
