Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Are You Being Served?,
12:30am,Keeping Up Appearances,Episode 18,
1:00am,"Yes, Minister",Party Games - Part Two,
1:30am,Rocky & Bullwinkle,Episode 148,
2:00am,Hey Arnold!,On the Lam / Family Man,
2:30am,Roswell Conspiracies,Snowman's Chance,
3:00am,Three Friends & Jerry,Episode 23,
3:30am,Batman,Beware The Grey Ghost,
4:00am,Dragon Ball Z,Gohan's Desperate Plea,
4:30am,Digimon,Stone Soup,
5:00am,Pokemon: The Johto Journeys,Foul Weather Friends,
5:30am,Roswell Conspiracies,Snowman's Chance,
6:00am,Once Upon a Hamster,The Butterfly,
6:30am,Turtle Island,The Shipwreck,
7:00am,Fuzzpaws,Knot Again,
7:30am,Elliot Moose,Episode 3,
8:00am,Mona The Vampire,Time Shift / Timeout,
8:30am,Anatole,Anatole & The String,
9:00am,Rupert,Rupert & The Dragon Festival,
9:24am,Pablo the Little Red Fox,Pablo And The Tin Of Sardines,
9:30am,St. Bear's Dolls Hospital,The Dolly Who Came For Tea,
9:44am,Beezoo's Attic,Edgar The Clumsy Visitor,
10:00am,Kitty Cats,Voyage / Home-Bear,
10:30am,Babar,My Dinner With Rataxes,
11:00am,Fuzzpaws,Knot Again,
11:30am,Elliot Moose,Episode 3,
11:53am,Lisa,Paint The Bathroom,
12:00pm,Sailor Moon,Hello Sailor Minimoon,
12:30pm,Uh Oh!,Episode 141,
1:00pm,Kitty Cats,Scented / Special Delivery,
1:30pm,Babar,My Dinner With Rataxes,
2:00pm,St. Bear's Dolls Hospital,The Dolly Who Came For Tea,
2:15pm,Beezoo's Attic,Edgar The Clumsy Visitor,
2:30pm,Anatole,The Mousepiece,
3:00pm,Mona The Vampire,Time Shift / Timeout,
3:30pm,Uh Oh!,Episode 127,
4:00pm,Rugrats,The Wild Wild West / Angelica for a Day,
4:30pm,Hey Arnold!,Phoebe's Little Problem / Grandpa's Packard,
5:00pm,Pokémon: The Johto Journeys,The Superhero Secret,
5:30pm,Digimon,Kyoto Dragon,
6:00pm,Powerpuff Girls,Something's a Ms. / Slumbering With the Enemy,
6:30pm,Sailor Moon,Dreams Take Flight,
7:00pm,Saddle Club,School Horse,
7:30pm,Caitlin's Way,Chemistry,
8:00pm,Dragon Ball Z,Gohan's Hidden Powers,
8:30pm,Radio Active,TV Active,
9:00pm,Big Wolf On Campus,The Manchurian Werewolf,
9:30pm,Student Bodies,Boys Of Edison,
10:00pm,Freaky Stories,One In A Million,
10:30pm,Goosebumps,Monster Blood (Part 2),
11:00pm,Worst Witch,Carried Away,
11:30pm,Incredible Story Studio,"Liar, Liar",
