Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,Our Figures Are Slipping,
12:30am,Keeping Up Appearances,Episode 16,
1:00am,"Yes, Minister",Compassionate Society,
1:30am,Rocky & Bullwinkle,Episode 88,
2:00am,Monster By Mistake,Campsite Creeper,
2:30am,Rugrats,Superhero Chuckie / The Dog Broomer,
3:00am,Gundam Wing,Assault On Barge,
3:30am,CatDog,Home Is Where the Dirt Is / New Leash on Life,
4:00am,Hey Arnold!,Grandpa's Sister / Synchronized Swimming,
4:30am,Uh Oh!,Episode 116,
5:00am,Digimon Tamers,Divided They Stand,
5:30am,Pokémon,Clefairy Tales,
6:00am,Babar,Time Flies,
6:30am,Rupert,Rupert & The Marsh Mystery,
7:00am,Stickin' Around,Tree's Company / Dear Diary,
7:30am,Catdog,Neferkitty / Curiosity Almost Killed the Cat,
8:00am,Rugrats,Aunt Miriam / The Inside Story,
8:30am,Uh Oh!,Episode 69,
9:00am,Rupert,Rupert & The Marsh Mystery,
9:30am,Kitty Cats,Promises / What A Teddy,
10:00am,St. Bear's Dolls Hospital,Tango Dancers,
10:15am,Beezoo's Attic,Boxer,
10:30am,Panda Bear Daycare,Hip Hip Hooray,
10:45am,Ruffus The Dog,Ruffus & Snyde,
11:00am,Babar,Time Flies,
11:30am,Anthony Ant,The Great Race / Rescue Party,
11:53am,Lisa,The Flea Market,
12:00pm,The Jetsons,Miss Solar System,
12:30pm,The Flintstones,The Hypnotist,
1:00pm,George & Martha,The Cold / Camp Out,
1:30pm,Little Bear,The Snowball Fight / Winter Solstice / Snowbound,
2:00pm,Babar,Time Flies,
2:30pm,Rupert,Rupert & The Marsh Mystery,
3:00pm,The Wild Thornberry's,Family Tradition,
3:30pm,Dexter's Laboratory,D & DD/Hamhocks and Armlocks,
4:00pm,Powerpuff Girls,The Headsuckers Moxy / Equal Fights,
4:30pm,Hey Arnold!,Arnold's Thanksgiving,
5:00pm,Pokémon,Battle Of The Badge,
5:30pm,Digimon Tamers,Juggernaut,
6:00pm,Sailor Moon,Recipe For Trouble,
6:30pm,Generation O!,Damp Sheets,
7:00pm,YTV's Hit List,Episode 11-4,
7:30pm,,,
8:00pm,,,
8:30pm,Daria,Camp Fear,
9:00pm,Making The Band,Coming To Terms,
9:30pm,Chart Attack!,Episode 2-4,
10:00pm,,,
10:30pm,Vampire High,In Your Dreams,
11:00pm,Big Wolf On Campus,Stage Fright,
11:30pm,Student Bodies,Tutor's Pet,
