Time,Show,Episode,Image
12:00am,Daria,Lost Girls,""
12:30am,Downtown,Testing,""
1:00am,"Yes, Minister",Big Brother,""
1:30am,Rocky & Bullwinkle,Episode 18,""
2:00am,Hey Arnold!,Married,""
2:30am,Oggy & The Cockroaches,Episode 5,""
3:00am,Walter Melon,"Squashymodo / Walter, The Jolly Ghost",""
3:30am,Batman,The Man Who Killed Batman,""
4:00am,Dragon Ball Z,Last Ditch Effort,""
4:30am,Digimon,Ultimate Anti-Hero,""
5:00am,Pokemon,Pokemon Double Trouble,""
5:30am,Oggy & The Cockroaches,Episode 5,""
6:00am,Dumb Bunnies,May The Bunnies Rise,""
6:23am,Lisa,Secret Waving Club,""
6:30am,Anatole,Mystery of The Dancing,""
6:53am,Elliot Moose,Shabu Gamu,""
7:00am,Pippi Longstocking,Pippi Goes To The South,""
7:30am,Action Man,The Hereafter Factor,""
8:00am,Digimon Adventure 02,David Cries Wolfmon,""
8:30am,Pokémon: The Johto Journeys,Once in a Blue Moon,""
9:00am,Jackie Chan Adventures,"Project A, For Astral",""
9:30am,The Wild Thornberrys,Dear Diary,""
10:00am,The Angry Beavers,Sisters / Beaver 5,""
10:30am,SpongeBob SquarePants,Valentine's Day / The Paper,""
11:00am,Alvin & The Chipmunks,Too Hip to Be Dave / Hearts and Flowers,""
11:30am,The Flintstones,The Big Move,""
12:00pm,The Jetsons,A Date With Jet Screamer,""
12:30pm,Radio Active,The Radio Activists,""
1:00pm,Video & Arcade Top 10,Episode 13,""
1:30pm,YTV's Hit List,Valentine's Day With O-Town[Note 1],""
2:00pm
2:30pm
3:00pm,Olsen Twin Special,Case Of The US Navy Adventure,""
3:30pm,Sailor Moon,Heightened Hazard,""
4:00pm,Vision of Escaflowne,Fateful Decision,""
4:30pm,The Powerpuff Girls,The Headsuckers Moxy / Equal Fights,""
5:00pm,Generation O!,Whatever Happened To Molly O!?,""
5:30pm,Freaky Stories,No Rhyme Or Reason,""
6:00pm,The New Addams Family,Death Visits The Addams Family,""
6:30pm,I Was A Sixth Grade Alien,Camputer Meltdown,""
7:00pm,Worst Witch,An Unforgettable Experience,""
7:30pm,Big Wolf On Campus,Clip Show: The Kiss Of Death,""
8:00pm,Buffy The Vampire Slayer,Blood Ties,""
8:30pm
9:00pm,Farscape,Premiere,""
9:30pm
10:00pm,Goosebumps,Deep Trouble Part 1,""
10:30pm,Student Bodies,Valentine's Day,""
11:00pm,System Crash,Love & Romance,""
11:30pm,Radio Active,Commercial Chaos,""
