Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,The Hero,
12:30am,Keeping Up Appearances,Episode 27,
1:00am,"Yes, Minister",A Victory For Democracy,
1:30am,Rocky & Bullwinkle,Episode 78,
2:00am,Ocean Girl,Episode 30,
2:30am,The Anti-Gravity Room,Sci-Fi and the Future,
3:00am,System Crash,Broken (Slightly Cracked),
3:30am,Alpha 2 Omega,The Occult,
4:00am,Gamerz,Episode 28,
4:30am,Digimon,An Old Enemy Returns,
5:00am,Pokemon: The Johto Journeys,Snubbull Snobbery,
5:30am,Action Man,Into The Abyss,
6:00am,Dumb Bunnies,Wizdumb,
6:23am,Lisa,At The Shopping Centre,
6:30am,The Adventures of Tintin,King Ottokars Sceptre (Part 2),
6:52am,Elliot Moose,Queen of the Waves,
7:00am,Alvin & The Chipmunks,Bye George / A Day in the Life,
7:30am,Tiny Toon Adventures,Tales of Real Rabbits,
8:00am,Garfield and Friends,Episode 43,
8:30am,Peanuts,"Life Is A Circus, Charlie Brown",
9:00am,The Flintstones,The Hero,
9:30am,The Jetsons,To Tell The Truth,
10:00am,Rocky & Bullwinkle,Episode 47,
10:30am,Snooper & Blabber,Hop / Fleas / De-Duck-Tives,
11:00am,Detention,Too Good To Be Truant,
11:30am,The New Woody Woodpecker Show,Bavariannoying/Kitchen Magician/Cheap Seats Woody,
12:00pm,The Adventures of Tintin,King Ottokars Sceptre (Part 2),
12:30pm,Yvon Of The Yukon,An Officer and a Frenchman,
1:00pm,The Flintstones,The Surprise,
1:30pm,Sailor Moon,Cruise Blues,
2:00pm,Vision Of Escaflowne,Prophecy of Death,
2:30pm,Olsen Twin Special,The Case of the Hotel Who,
3:00pm,Detention,Too Good To Be Truant,
3:30pm,Uh Oh!,Episode 143,
4:00pm,Peanuts,"Life Is A Circus, Charlie Brown",
4:30pm,Little Grey Rabbit,Wise Owl's Story / Little Grey Rabbit's Paint Box,
5:00pm,Watership Down,Kidnapped,
5:30pm,Two Of A Kind,No Man's Land,
6:00pm,Adventures of Shirley Holmes,The Basket Case,
6:30pm,Incredible Story Studio,Doll Dilemmas,
7:00pm,Zack Files,One Bad Seed,
7:30pm,Caitlin's Way,True Grits,
8:00pm,Radio Active,The Wendy Gwendolyn Conundrum,
8:30pm,Action Man,Lost In The Funhouse,
9:00pm,Three Friends & Jerry,Spring Feelings / Cockatoo,
9:30pm,Adventures of Shirley Holmes,The Case of the Hidden Heart,
10:00pm,My Hometown,He's My Brother,
10:30pm,Big Wolf On Campus,Rob Zombie,
11:00pm,Brats of the Lost Nebula,Faith,
11:30pm,Shadow Raiders,Wolf In The Fold,
