Time,Show,Episode,Image
12:00am,Danger Force,Wedding of the Trentury,""
12:30am,Trojan Force,""
1:00am,SpongeBob SquarePants,Goofy Scoopers / Pat the Dog,""
1:30am,Something Narwhal This Way Comes / C.H.U.M.S,""
2:00am,Daddy Day Care (2003),""
2:30am
3:00am
3:30am
4:00am,The Mighty Ones,Bug Zapper / The Helper,""
4:30am,Naked Mole Wrath / Momma Leaf,""
5:00am,SpongeBob SquarePants,Goofy Scoopers / Pat the Dog,""
5:30am,Something Narwhal This Way Comes / C.H.U.M.S,""
6:00am,Cloudy with a Chance of Meatballs: The Series,Sardinee Babies / Party Tron,""
6:30am,Numb Chucks,Recipe for Destruction / Sock & Awe,""
7:00am,Chuck's Choice,Smarten Up Chuck / Ultimate Chuck,""
7:30am,SpongeBob SquarePants,SpongeBob’s Road to Christmas,""
8:00am,Potato Puff / There Will be Grease!,""
8:30am,The Loud House,Camped!,""
9:00am,Cloudy with a Chance of Meatballs: The Series,Sardinee Babies / Party Tron,""
9:30am,Numb Chucks,Recipe for Destruction / Sock & Awe,""
10:00am,Chuck's Choice,Smarten Up Chuck / Ultimate Chuck,""
10:30am,Super Wish,Pinata Trouble / Abracadabra,""
11:00am,Best & Bester,In the Sky with Diamondo / Best Buddies,""
11:30am,SpongeBob SquarePants,SpongeBob’s Road to Christmas,""
12:00pm,Potato Puff / There Will be Grease!,""
12:30pm,The Loud House,Dad Reputation / Dream a Lily Dream,""
1:00pm,Mr. Peabody & Sherman (2014),""
1:30pm
2:00pm
2:30pm
3:00pm,SpongeBob SquarePants,SpongeBob’s Road to Christmas,""
3:30pm,Potato Puff / There Will be Grease!,""
4:00pm,The Loud House,Camped!,""
4:30pm,Dad Reputation / Dream a Lily Dream,""
5:00pm,SpongeBob SquarePants,SpongeBob’s Road to Christmas,""
5:30pm,Potato Puff / There Will be Grease!,""
6:00pm,DreamWorks Dragons: The Nine Realms,In the Cards,""
6:30pm,Kamp Koral: SpongeBob's Under Years,Squisery / Game Night,""
7:00pm,Mr. Peabody & Sherman (2014),""
7:30pm
8:00pm
8:30pm
9:00pm,Tyler Perry's Young Dylan,Dancing With the Sons,""
9:30pm,The Really Loud House,Ro-Bro,""
10:00pm,Pick a Puppy,A Real Puppy,""
10:30pm,Action Jackson,""
11:00pm,Driving Me Crazy,Them's the Brakes!,""
11:30pm,Made Up,Goldberg Family - Mall in the Family,""
