Time,Show,Episode
12:00am,Danger Force,Family Lies
12:30am,Earth to Bose,
1:00am,SpongeBob SquarePants,As Seen On TV / Can You Spare A Dime
1:30am,No Weenies Allowed / Squilliam Returns,
2:00am,Pixies (2015),
2:30am,,
3:00am,,
3:30am,,
4:00am,Archibald’s Next Big Thing is Here,A Tiny Problem / Changing Lanes
4:30am,Switched! / Free Range Chickens,
5:00am,SpongeBob SquarePants,As Seen On TV / Can You Spare A Dime
5:30am,No Weenies Allowed / Squilliam Returns,
6:00am,Cloudy with a Chance of Meatballs: The Series,When I Was Your Age / Flint's Biggest Flup
6:30am,Numb Chucks,Mummies' Dummies / Granny's Gone Wild
7:00am,The Loud House,Diss the Cook / For Sale by Loner
7:30am,Fright Bite / The Loudly Bones,
8:00am,SpongeBob SquarePants,Krab Borg / Rock-A-Bye Bivalve
8:30am,Wet Painters / Krusty Krab Training Video,
9:00am,The Patrick Star Show,X Marks the Pot / Patrick's Alley
9:30am,SpongeBob SquarePants,SpongeBob's House Party
10:00am,Kamp Koral: SpongeBob's Under Years,Help Not Wanted / Camp Spirit
10:30am,The Croods: Family Tree,Caveheart (Part 2)
11:00am,DreamWorks Dragons: The Nine Realms,Science vs. Nature
11:30am,The Loud House,Diss the Cook / For Sale by Loner
12:00pm,The LEGO Movie (2014),
12:30pm,,
1:00pm,,
1:30pm,,
2:00pm,The Patrick Star Show,X Marks the Pot / Patrick's Alley
2:30pm,SpongeBob SquarePants,SpongeBob's House Party
3:00pm,Wet Painters / Krusty Krab Training Video,
3:30pm,Wet Painters / Krusty Krab Training Video,
4:00pm,The LEGO Movie (2014),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,Kung Fu Panda 3 (2016),
6:30pm,,
7:00pm,,
7:30pm,,
8:00pm,Blue's Big City Adventure (2022),
8:30pm,,
9:00pm,,
9:30pm,The Loud House,Fright Bite / The Loudly Bones
10:00pm,The Hardy Boys,The Key
10:30pm,,
11:00pm,Driving Me Crazy,Nash & Carr
11:30pm,Made Up,Goldberg Family - Mall in the Family
