Time,Show,Episode,Youtube Video ID
12:00am,Danger Force,Street Fightin',
12:30am,Chapa's Phone Home,,
1:00am,SpongeBob SquarePants,The Ghost of Plankton / My Two Krabses,
1:30am,SpongeBob's Spookiest Scenes Countdown Special,,
2:00am,Fright Krewe,The Blood Awakening - Part 1,
2:30am,The Blood Awakening - Part 2,,
3:00am,The Awakening,,
3:30am,The Haunting,,
4:00am,The Mighty Ones,Party Twig / Space Blasters,
4:30am,Splintered / In the Pit,,
5:00am,SpongeBob SquarePants,The Ghost of Plankton / My Two Krabses,
5:30am,SpongeBob's Spookiest Scenes Countdown Special,,
6:00am,Cloudy With a Chance of Meatballs: The Series,Mayornormal Activity / Flinteinstein,
6:30am,Numb Chucks,Children of the Sweetcorn / Chuck It Forward,
7:00am,Chuck's Choice,We've Got Spirit / Cedar Hills' Most Wanted,
7:30am,SpongeBob SquarePants,SpongeBob's Spookiest Scenes Countdown Special,
8:00am,Squidferatu / Slappy Daze,,
8:30am,The Loud House,The Orchid Grief / Forks and Knives Out,
9:00am,Barbie: It Takes Two,Costumed Capers,
9:30am,Numb Chucks,Children of the Sweetcorn / Chuck It Forward,
10:00am,Chuck's Choice,We've Got Spirit / Cedar Hills' Most Wanted,
10:30am,Super Wish,La Mordida / End of Happy Land of Birthdays,
11:00am,Best & Bester,Animal Hearts / Beast & Beaster,
11:30am,SpongeBob SquarePants,SpongeBob's Spookiest Scenes Countdown Special,
12:00pm,Squidferatu / Slappy Daze,,
12:30pm,The Loud House,Lucy Loud's Halloween Spook-tacular,
12:45pm,Best & Bester,Beast & Beaster,
1:00pm,Monster High 2 (2023),,
1:30pm,,,
2:00pm,,,
2:30pm,,,
3:00pm,Jurassic World: Camp Cretaceous,Dino Sitting,
3:30pm,Transformers: EarthSpark,Friends and Family,
4:00pm,The Loud House,The Orchid Grief / Forks and Knives Out,
4:30pm,Lucy Loud's Halloween Spook-tacular,,
4:45pm,Best & Bester,Beast & Beaster,
5:00pm,SpongeBob SquarePants,SpongeBob's Spookiest Scenes Countdown Special,
5:30pm,Squidferatu / Slappy Daze,,
6:00pm,The Ghost of Plankton / My Two Krabses,,
6:30pm,Popularity Papers,Ghost Mortem,
7:00pm,Shrek (2001),,
7:30pm,,,
8:00pm,,,
8:30pm,,,
9:00pm,Gremlins: Secrets of the Mogwai,Never Give Up,
9:30pm,Never Ever Expose Them to Bright Light,,
10:00pm,Pick A Puppy,Big Breeds Big Decision,
10:30pm,The Puppy Pact,,
11:00pm,Driving Me Crazy,The Furious & The Fast,
11:30pm,Made Up,Renovation Violation,
