Time,Show,Episode,Image
12:00am,Danger Force,Miles Sells His Soul,""
12:30am,SwellMelonFest,""
1:00am,SpongeBob SquarePants,Arbor Day Disarray / Ain't That the Tooth,""
1:30am,"No Pictures, Please / Stuck on the Roof",""
2:00am,Driving Me Crazy,The Walking Tread,""
2:30am,N is for Neutral?,""
3:00am,Danger Force,The Danger Force Awakens,""
3:30am,Ray Goes Cray,""
4:00am,TrollsTopia,To Hug A Snug-A-Lug / The Search For Piece,""
4:30am,Bubbled In / The Fastest Draw In The West,""
5:00am,SpongeBob SquarePants,Krabby Patty Creature Feature / Teacher's Pests,""
5:30am,Bunny Hunt / Sanitation Insanity,""
6:00am,Cloudy with a Chance of Meatballs: The Series,Totally Tall Tales / Flint's Fabulous Future,""
6:30am,Numb Chucks,Mop Of Majesty / Bubble Bubble Witchy Trouble,""
7:00am,The Loud House,A Dark and Story Night / Sand Hassles,""
7:30am,How Double Dare You? / Snoop's On,""
8:00am,SpongeBob SquarePants,Cuddle E. Hugs / Pat the Horse,""
8:30am,Chatterbox Gary / Don't Feed the Clowns,""
9:00am,Drive Happy / Old Man Patrick,""
9:30am,Fun-Sized Friends / Grandmum's the Word,""
10:00am,Turbo (2013),""
10:30am
11:00am
11:30am
12:00pm,Despicable Me (2010),""
12:30pm
1:00pm
1:30pm
2:00pm,Barbie: It Takes Two,Team No Screens,""
2:30pm,SpongeBob SquarePants,Cuddle E. Hugs / Pat the Horse,""
3:00pm,Chatterbox Gary / Don't Feed the Clowns,""
3:30pm,Drive Happy / Old Man Patrick,""
4:00pm,Despicable Me (2010),""
4:30pm
5:00pm
5:30pm
6:00pm,Despicable Me 2 (2013),""
6:30pm
7:00pm
7:30pm
8:00pm,Despicable Me 2 (2013),""
8:30pm
9:00pm
9:30pm
10:00pm,Junior Chef Showdown,Wok and Roll,""
10:30pm
11:00pm,Driving Me Crazy,It's Driving Cats & Dogs,""
11:30pm,Made Up,Coulter Family - Jazz Hands,""
