Time,Show,Episode
12:00am,Danger Force,A Henry Among Us
12:30am,"Dude, Where's My Man Buggy?",
1:00am,SpongeBob SquarePants,FarmerBob / Gary & Spot
1:30am,The Nitwitting / The Ballad of Filthy Muck,
2:00am,Blue's Big City Adventure (2022),
2:30am,,
3:00am,,
3:30am,Archibald’s Next Big Thing Is Here,8-Bit of Trouble / The Founding Feathers
4:00am,Primetime Wendi Powers / A Giant Problem,
4:30am,Earl Trappercorn / Queen Bea,
5:00am,SpongeBob SquarePants,FarmerBob / Gary & Spot
5:30am,The Nitwitting / The Ballad of Filthy Muck,
6:00am,Cloudy with a Chance of Meatballs: The Series,Now You See Him / Major Science
6:30am,Numb Chucks,Who Put the Ding In Ding / Driving Mr. Buford
7:00am,The Loud House,Don't You Fore-get About Me / Tough Cookies
7:30am,On Thin Ice / Room and Hoard,
8:00am,SpongeBob SquarePants,Gary's Got Legs / King Plankton
8:30am,Plankton's Old Chum / Stormy Weather,
9:00am,The Patrick Star Show,The Patrick Show Cashes In / The Star Games
9:30am,SpongeBob SquarePants,SquidBird / Allergy Attack!
10:00am,Kamp Koral: SpongeBob's Under Years,What About Meep? / Hard Time Out
10:30am,The Croods: Family Tree,Dared Straight
11:00am,The Loud House,Party Fowl / Sleepless in Royal Woods
11:30am,Big Nate,Ghostly Coven of Man Witches
12:00pm,Captain Underpants: The First Epic Movie (2017),
12:30pm,,
1:00pm,,
1:30pm,,
2:00pm,The Patrick Star Show,The Patrick Show Cashes In / The Star Games
2:30pm,SpongeBob SquarePants,Gary's Got Legs / King Plankton
3:00pm,Plankton's Old Chum / Stormy Weather,
3:30pm,Squidbird / Allergy Attack,
4:00pm,Captain Underpants: The First Epic Movie (2017),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,Trolls (2016),
6:30pm,,
7:00pm,,
7:30pm,,
8:00pm,Blue's Big City Adventure (2022),
8:30pm,,
9:00pm,,
9:30pm,TrollsTopia,Girls Night / Cloud Control
10:00pm,The Hardy Boys,The Spider's Net
10:30pm,,
11:00pm,Driving Me Crazy,Mumbai Mayhem
11:30pm,Made Up,Walters Family - Vinyl Jeopardy
