Time,Show,Episode,Image
12:08am,Poltergeist (1982),""
12:30am
1:00am
1:30am
2:00am
2:30am,Hi Hi Puffy AmiYumi,Tsunami Yumi/Stupid Cupids/Brat Attack,""
3:00am,Samurai Jack,Jack And The Creature,""
3:30am,Avatar: The Last Airbender,"The Spirit World (Winter Solstice, Part 1)",""
4:00am,Xiaolin Showdown,Sizing Up Omi,""
4:30am,Teen Titans,Troq,""
5:00am,Martin Mystery,Ice Mummies - Cryonics,""
5:30am,Danny Phantom,Doctor's Disorders,""
6:00am,Hamtaro,The Ham-Ham Express,""
6:24am,Pingu,Pingu & Disabled Penguin,""
6:30am,Mona the Vampire,Fries With That? / Haunted School,""
7:00am,Winx Club,My Boyfriend's Wedding,""
7:30am,Mew Mew Power,Gymewstics,""
7:59am,"The Adventures of Jimmy Neutron, Boy Genius",Monster Hunt / Jimmy for President,""
8:30am,My Life as a Teenage Robot,Armegedroid / Killgore,""
9:00am,The Fairly OddParents,The Big Problem / Power Mad,""
9:29am,All Grown Up,The Big Score,""
9:59am,SpongeBob SquarePants,The Sponge Who Could Fly,""
10:29am,Catscratch,Tale of the Tail / Mr. Pickles,""
10:59am,Jacob Two-Two,Jacob Two-Two and the Dangerous Debut,""
11:29am,Being Ian,Miss Tween-Age Burnaby,""
11:59am,Martin Mystery,Rise of the Sea Mutants,""
12:30pm,Brady's Beast,How The Monsters Came to Ravenville / How to Turn Y,""
1:00pm,Winx Club,My Boyfriend's Wedding,""
1:30pm,Mew Mew Power,Gymewstics,""
2:00pm,Girlstuff/Boystuff,Express Yourself / Casting Call,""
2:30pm,Spy Academy,Mission Evil Eye,""
3:00pm,Unfabulous,The Rep,""
3:31pm,The Fresh Prince of Bel-Air,Someday Your Prince Will Be in Effect - Part 1,""
4:00pm,I Downloaded a Ghost (2004),""
4:30pm
5:00pm
5:30pm
6:00pm,Addams Family Values (1993),""
6:30pm
7:00pm
7:30pm
8:00pm
8:13pm,Funpak,Rotting Hills - 5,""
8:19pm,Freaky Stories,To Pee or Not to Pee,""
8:30pm,Mystery Hunters,Macbeth - Salem Witches,""
9:00pm,Ghost Trackers,The Ghosts of Mackenzie House,""
9:30pm,Spy Academy,Mission Evil Eye,""
10:00pm,Prank Patrol,Dino Egg,""
10:30pm,15/Love,The Real Dirt,""
11:01pm,My Family,A Fairwell to Alarms,""
11:37pm,Bob and Margaret,For Pete's Sake,""
