Time,Show,Episode,Image
12:00am,Smallville,Cool,""
12:30am
1:00am,Justice League,"In The Blackest Night, Part 2",""
1:30am,Justice League Unlimited,For The Man Who Has Everything,""
2:00am,Superfriends,The Pied Piper From Space,""
2:30am,Attack Of The Vampires,""
3:00am,Teen Titans,Crash,""
3:30am,X-Men: Evolution,"Bada Bing, Bada Boom",""
4:00am,Xiaolin Showdown,Like A Rock,""
4:30am,Jackie Chan Adventures,Deja Vu,""
5:00am,Duel Masters,Cable Guy,""
5:30am,Code Lyoko,The Trap,""
6:00am,Seven Little Monsters,A Monster's Best Friend,""
6:30am,Monster by Mistake,Brotherly Hate,""
7:00am,Mona the Vampire,Skeleton Cowboy / Men In Dark Suits,""
7:30am,Winx Club,The Great Witch Invasion,""
8:00am,Mischief City,Gillygaloo / Buttering Bread,""
8:30am,ChalkZone,Lost In Chalk,""
9:00am,My Life as a Teenage Robot,Daydream Believer / This Time,""
9:30am,The Adventures of Jimmy Neutron: Boy Genius,A Beautiful Mine,""
10:00am,Spongebob Squarepants,The Sponge Who Could Fly,""
10:30am,The Fairly Oddparents,Most Wanted Wish / This Is Your Wish,""
11:00am,All Grown Up,Coup Deville,""
11:30am,Jacob Two Two,Jacob Two Two & The Simian Switcheroo,""
12:00pm,Being Ian,Hockey Night In Burnaby,""
12:30pm,Martin Mystery,Attack Of The Sandman,""
1:00pm,Monster By Mistake,Robo Fuzz,""
1:30pm,Winx Club,The Great Witch Invasion,""
2:00pm,GirlStuff/BoyStuff,Games Peeps Play / Tents Situation,""
2:30pm,Mischief City,Dinner Party / Dress Code,""
3:00pm,Yvon of the Yukon,Yvon Over The Rainbow,""
3:30pm,Timeblazers,The Journey To Finding Neverland,""
4:00pm,Hook (1991),""
4:30pm
5:00pm
5:30pm
6:00pm
6:30pm
7:00pm,Gilmore Girls,The Road Trip To Harvard,""
7:30pm
8:00pm,Smallville,Hourglass,""
8:30pm
9:00pm,Girlz TV,Episode 83,""
9:30pm,Fries with That?,Tiger Man,""
10:00pm,15/Love,Picture Perfect,""
10:30pm,Radio Active,Sock It To Me,""
11:00pm,Ready or Not,Tricky Kisses,""
11:30pm,Beyond The Birds And The Bees,""
