Time,Show,Episode
12:05am,Gilmore Girls,The Reigning Lorelai
12:30am,,
1:10am,What I Like About You,Val and Holly's Not-Boyfriends
1:45am,Vampire High,Blood Trip
2:20am,Ready or Not,Under One Roof
3:00am,Fries with That?,The Haunted
3:30am,Dragon Ball,Brave Young Heroes
4:00am,Teen Titans,The Beast Within
4:30am,Yu-Gi-Oh!,Deck of Armour
5:00am,Hamtaro,Maxwell's Big Scoop
5:30am,Beyblade,A League of His Own
6:00am,Seven Little Monsters,Along Comes Mary
6:30am,The Boy,The Sky is Falling
6:53am,Pingu,Pingu at the Fairground
7:00am,Stickin' Around,What's the Scoop? / Doddler's List
7:30am,George Shrinks,Ghost of Shrinks Manor
8:00am,Jacob Two-Two,Jacob Two-Two and the Boggie Beastie
8:23am,Pingu,Pingu in the Ice Cave
8:30am,The Boy,One Plus One Equals Dead
8:55am,Snailympics,Olympic Bouba
9:00am,Mona the Vampire,Curse of the Mummy's Tomb / Freaky the Snowman
9:25am,Pingu,Pingu and the Mix Up
9:30am,Monster by Mistake,Who's Who
9:55am,Snailympics,Bouba vs. Gusi
10:00am,Rupert,Rupert and Mum
10:25am,Funpak,Martini and Meatballs - 4
10:30am,Seven Little Monsters,Elephant
11:00am,D'Myna Leagues,Tree Grows In
11:20am,Pingu,Pingu and Snowball Fight
11:30am,Flying Rhino Junior High,Phantomastic Voyage
12:00pm,SpongeBob SquarePants,Pre-Hibernation Week / Life of Crime
12:30pm,LazyTown,Lazy Scouts
1:00pm,George Shrinks,Close Encounters of the Bird Kind
1:30pm,The Care Bears Family,Care Bear Town Parade
1:55pm,Pingu,Pingu's Wish
2:00pm,Mona the Vampire,Fries with That? / Haunted School
2:30pm,Flying Rhino Junior High,Daredevil O'Toole and the Amazon Adventure
3:00pm,Jacob Two-Two,Jacob Two-Two and the Socks Dimension
3:30pm,Mischief City,Buster Come Home / Mr. Nice Guy
4:00pm,Teen Titans,Can I Keep Him?
4:30pm,Martin Mystery,The Awakening
5:00pm,The Fairly OddParents,The Boy Who Would Be Queen
5:30pm,The Powerpuff Girls,Pee Pee G's / Boy Toys
6:00pm,Being Ian,Band of Bruthaz
6:30pm,Martin Mystery,Curse of the Deep
7:00pm,Endurance,Aqueduct
7:30pm,Trading Spaces: Boys vs. Girls,John vs. Clara
8:00pm,SpongeBob SquarePants,Pre-Hibernation Week / Life of Crime
8:30pm,Beasties: Transformers,Nemesis (Part 1)
9:00pm,Mystery Hunters,Ambrose Small - Missing Princess
9:30pm,Spy Academy,Mission Find and Unwind
10:00pm,Inuyasha,Sesshomaru and Koga: A Dangerous Encounter
10:30pm,Mobile Suit Gundam SEED,In the Promised Land
11:00pm,Yvon of the Yukon,Special Duh-Livery
11:30pm,My Family,Loco Parents
