Time,Show,Episode,Image
12:00am,Justice League Unlimited,Fearful Symmetry,""
12:30am,Mobile Suit Gundam SEED,Beyond The Clouds Of Sand,""
1:00am,Inuyasha,Shiori's Family and Inuyasha's Feelings,""
1:30am,Witch Hunter Robin,No Way Out,""
2:00am,ReBoot,Firewall,""
2:30am,Beasties,Call Of The Wild,""
3:00am,SD Gundam Force,"Fly, Captain! The SDG Base Hangs By A Thread!",""
3:30am,Dragon Ball GT,Resurrection Of Evil Warriors,""
4:00am,Dragon Ball Z,Earth Reborn,""
4:30am,Transformers Energon,Distribution,""
5:00am,Hamtaro,Bijou's Favourite Ribbon,""
5:30am,Beyblade,The Blame Game,""
6:00am,Seven Little Monsters,Like Home/Guys & Dolls,""
6:30am,Monster by Mistake,Monster On Purpose,""
7:00am,Transformers: Energon,Distribution,""
7:30am,SD Gundam Force,"Fly, Captain! The SDG Base Hangs By A Thread!",""
8:00am,Yu-Gi-Oh!,The Creator Returns,""
8:30am,Beyblade G-Revolution,Max To The Max,""
9:00am,Jackie Chan Adventures,Black Magic,""
9:31am,Xiaolin Showdown,Night Of The Sapphire Dragon,""
10:00am,Danny Phantom,Bitter Reunions,""
10:30am,The Powerpuff Girls,Aspirations,""
11:00am,Teen Titans,Fractured,""
11:30am,X-Men: Evolution,Cajun Spice,""
12:00pm,Pokémon: Advanced Challenge,Delcatty Got Your Tongue,""
12:30pm,Yu-Gi-Oh!,The Creator Returns,""
1:00pm,Video & Arcade Top 10,Episode 4,""
1:30pm,Spy Academy,Operation: No Nanobots,""
2:00pm,Beyblade G-Revolution,Max To The Max,""
2:30pm,Duel Masters,The Ballad Of Kintaro,""
3:00pm,Transformers: Energon,Optimus Supreme Bulks Up,""
3:30pm,Martin Mystery,The Vampire Returns,""
4:00pm,Balto (1995),""
4:30pm
5:00pm
5:30pm
6:00pm,Spy Academy,Operation: Foundation,""
6:30pm,Timeblazers,Real Or Not Real,""
7:00pm,Mystery Hunters,Ambrose Small / Missing Princess,""
7:30pm,Dark Oracle,Dark Oracle,""
8:00pm,Sabrina Down Under (1999),""
8:30pm
9:00pm
9:30pm
10:00pm,YTV's Hit List,HIT019,""
10:30pm
11:00pm,Spy Academy,Operation: Foundation,""
11:30pm,Dark Oracle,Dark Oracle,""
