Time,Show,Episode,Image
12:00am,Smallville,Visage (continued from 11:55pm),""
12:30am
12:55am,Justice League,Injustice for All (Part 2),""
1:25am,Justice League Unlimited,The Cat and the Canary,""
1:55am,Superfriends,Termites from Venus / Eruption / Return of Atlantis,""
2:27am,The Killer Machines / Garden of Doom / Revenge of Bizarro,""
2:57am,Teen Titans,Employee of the Month,""
3:28am,X-Men: Evolution,Fun and Games,""
3:58am,Xiaolin Showdown,Tangled Web,""
4:28am,Jackie Chan Adventures,Tough Luck,""
4:58am,Duel Masters,White Boys Can't Charm,""
5:28am,Code Lyoko,Seeing Is Believing,""
6:00am,Seven Little Monsters,Ear Spy / Zoom to the Moon,""
6:30am,Monster by Mistake,"Lights, Camera, Monster",""
7:00am,Mona the Vampire,Time Shift / Time Out,""
7:30am,Winx Club,Meant to Be,""
7:50am,Snailympics,Sports Drawing Competition,""
8:00am,Brady's Beasts,How to Catch Your Missing Shadow,""
8:15am,How to Make a Medusa Blink,""
8:23am,Pingu,Pingu and Friends Play Loudly,""
8:30am,ChalkZone,The Big Blow Up (Part 1),""
8:53am,Pingu,Pingu and Snowball Fight,""
9:00am,My Life as a Teenage Robot,Sibling Tsunami / I Was A Preschool Dropout,""
9:30am,"The Adventures of Jimmy Neutron, Boy Genius",I Dream of Jimmy / Raise The Oozy Scab,""
10:00am,The Fairly OddParents,School's Out! The Musical,""
10:30am
11:00am,All Grown Up!,Saving Cynthia,""
11:30am,Jacob Two-Two,Jacob Two-Two and the Cranial Classroom Caper,""
12:00pm,Being Ian,Cyrano de Mille,""
12:30pm,Martin Mystery,The Sewer Thing,""
1:00pm,Monster by Mistake,Lucky Break,""
1:30pm,Winx Club,Meant to Be,""
2:00pm,Girlstuff Boystuff,Cha Ching / Slam,""
2:30pm,Mischief City,Scaredy Pants / Treehouse Follie,""
3:00pm,Brady's Beasts,How to Catch Your Missing Shadow,""
3:15pm,How to Make a Medusa Blink,""
3:30pm,Yvon of the Yukon,That Sun-King Feeling,""
4:00pm,The Flintstones (1994),""
4:30pm
5:00pm
5:30pm
6:00pm,Drake and Josh,Driver's License,""
6:30pm,15/Love,30/Love,""
7:00pm,Mystery Hunters,Ghost Planes / Cursed Ship,""
7:30pm,Dark Oracle,Scavengers,""
8:00pm,Smallville,Insurgence,""
8:30pm
9:00pm,Zixx Level One,In for a Penny,""
9:30pm,Fries with That?,"Peace, Love and Misunderstanding",""
10:00pm,15/Love,30/Love,""
10:30pm,Radio Active,Matchmaker,""
11:00pm,Ready or Not,First Day of Junior High,""
11:30pm,The Grass Is Greener,""
