Time,Show,Episode,Youtube Video ID
12:00am,Ghost in the Shell: Stand Alone Complex,Not Equal,
12:30am,Samurai Jack,"Birth of Evil, Part 1",
1:00am,Witch Hunter Robin,The Eyes of Truth,
1:30am,Mobile Suit Gundam SEED,Stars Falling in Space,
2:00am,Naruto,Haku's Secret Jutsu: Crystal Ice Mirrors,
2:30am,InuYasha,Vanished in a River of Flames,
3:00am,Transformers: Cybertron,Trust,
3:30am,Dragon Ball GT,Rescuing a Child Lost in Space,
4:00am,One Piece,The Red Footed Pirate,
4:30am,Yu-Gi-Oh! Duel Monsters,"Brothers in Arms, Part 3",
5:00am,Pokémon Chronicles,Journey to the Starting Line!,
5:30am,Beyblade,Viva Las Vegas,
6:00am,Hamtaro,Tale of Princess Bijou,
6:30am,Mona the Vampire,Toys Are Us / Hair Scare,
7:00am,Krypto the Superdog,Bad Hair Day / The Cat and the Bat,
7:30am,Battle B'Daman,Cobalt Blade,
8:00am,Yu-Gi-Oh!,"Down in Flames, Part 1",
8:30am,Beyblade G-Revolution,BEGA on the Rise,
9:00am,Teen Titans,"The End, Part 1",
9:30am,Xiaolin Showdown,The Evil Within,
10:00am,Danny Phantom,Control Freaks,
10:30am,Hi Hi Puffy AmiYumi,Eye Sore / Mean Machine / Sea Sick,
11:00am,Justice League Unlimited,Question Authority,
11:30am,Avatar: The Last Airbender,The Southern Air Temple,
12:00pm,Pokémon: Advanced Battle,Claydol Big and Tall,
12:30pm,Shaman King,"One, Two, Three, Draw",
1:00pm,Beyblade,Bega on the Rise,
1:30pm,Transformers Cybertron,Trust,
2:00pm,Battle B'Daman,Cobalt Blade,
2:30pm,D.I.C.E.,Jet Returns!,
3:00pm,Video & Arcade Top 10,Season 14 Episode 47,
3:30pm,Zixx: Level Two,Deal With the Devil,
4:00pm,Richie Rich's Christmas Wish (1998),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,Being Ian,O Brother Where Art Thou?,
6:30pm,Martin Mystery,Return of the Imaginary Friend,
7:00pm,Ghost Trackers,The Ghost of George Brown House,
7:30pm,Dark Oracle,Fashion Queen,
8:00pm,Smallville,Forsaken,
8:30pm,,,
9:00pm,Uptown Girls (2003),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,Bob and Margaret,Going Dutch,
11:30pm,My Foot Hurts,,
