Time,Show,Episode
12:00am,Justice League Unlimited,The Cat And The Canary
12:30am,Gundam Seed,Kira
1:00am,Inuyasha,Vanishing Point; Naraku Disappears
1:30am,Gap Between the Ages,
2:00am,ReBoot,The Edge Of Beyond
2:30am,Beasties,Other Voices Part Two
3:00am,SD Gundam Force,Neotopia's Moment Of Truth
3:30am,Dragon Ball GT,The Five-Starred Dragon: The Electric Slime Monster
4:00am,Teen Titans,Switched
4:30am,Transformers Energon,Spark
5:00am,Hamtaro,"The Wise, Elder-Ham"
5:30am,Beyblade,The Return Of Kai
6:00am,Seven Little Monsters,Along Comes Mary
6:30am,Monster by Mistake,World's Collide
7:00am,Transformers: Energon,Galvatron Terror
7:30am,Destructive Power,
8:00am,Spark,
8:30am,The Sun,
9:00am,Jackie Chan Adventures,Deja Vu
9:30am,Xiaolin Showdown,Like A Rock
10:00am,Danny Phantom,Mystery Meat
10:30am,The Powerpuff Girls,I See A Funny Cartoon In Your Future / Octi Gone
11:00am,Teen Titans,Crash
11:30am,X-Men: Evolution,"Bada Bing, Bada Boom"
12:00pm,Pokémon: Advanced Challenge,Go Go Ludicolo!
12:30pm,Yu-Gi-Oh!,"Flight Of Fear, Part 1"
1:00pm,Video & Arcade Top 10,Episode 11
1:30pm,Spy Academy,Operation: Double N
2:00pm,Beyblade G-Revolution,Galvatron Terror
2:30pm,Transformers: Energon,Destructive Power
3:00pm,Spark,
3:30pm,The Sun,
4:00pm,The Transformers: The Movie (1986),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,Spy Academy,Operation: Double N
6:30pm,Timeblazers,Fun And Games
7:00pm,Mystery Hunters,Alcatraz / Greyfriars
7:30pm,Dark Oracle,Recruitment
8:00pm,Smallville,Cool
8:30pm,,
9:00pm,Addams Family Values (1993),
9:30pm,,
10:00pm,,
10:30pm,,
11:00pm,YTV's Hit List,HIT026
11:30pm,,
