Time,Show,Episode,Youtube Video ID
12:00am,Fear,Episode 6,
12:30am,,,
12:58am,Episode 11,,
1:30am,,,
1:58am,Episode 3,,
2:30am,,,
2:57am,Episode 12,,
3:30am,,,
3:55am,Freaky Stories,Animal Maggotism,
4:25am,Dog from Mexico / The Mortician's Daughter / Pigeon,,
4:55am,Boy / Did You / Rich Fart,,
5:25am,And Now the News,,
5:55am,Did You Have Fun at the Party?,,
6:00am,Mona the Vampire,Witch / Hexed Mansion,
6:30am,Horned Horror / Cat Lady's Meow,,
7:00am,Brady's Beasts,How to Use Your Monster for Home Protection / How to Sneak Your Monster on Vacation With You,
7:30am,How to Bond with a Banshee / How to Sabotage a Gargoyle,,
7:53am,Snailympics,Max Against Gummy,
8:00am,Brady's Beasts,How to Save a Sapphire / How to Vex a Virus,
8:23am,Pingu,Pingu and Apprentice Magician,
8:30am,Brady's Beasts,How to Distract An Attractor / How to Say Goodbye,
9:00am,Danny Phantom,Public Enemies,
9:30am,Maternal Instinct,,
10:00am,Lucky in Love,,
10:30am,Life Lessons,,
11:00am,Jacob Two-Two,Jacob Two-Two and the After School Abatoir,
11:30am,Jacob Two-Two and the Socks Dimension,,
12:00pm,Martin Mystery,They Come from Outer Space,
12:30pm,,,
1:00pm,They Came from the Gateway,,
1:30pm,,,
2:00pm,Moville Mysteries,Don't Touch That Dial,
2:30pm,Moville Witch Project,,
3:00pm,The Creep Next Door,,
3:30pm,Scarin' O The Green,,
4:00pm,Addams Family Reunion (1998),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,Dark Oracle,Trapped,
6:30pm,Marionette,,
7:00pm,Mystery Hunters,Ghost Dog / Swamp Monster,
7:30pm,Great Lakes / Spook Light,,
8:00pm,Smallville,Perry,
8:30pm,,,
9:00pm,Zixx: Level One,Trick or Treat,
9:30pm,Fries With That?,The Return of A Man Called...,
10:00pm,15/Love,Ghost of A Chance,
10:30pm,Radio Active,The Fundraiser,
11:00pm,Ready or Not,Your Own Money,
11:30pm,Let Me Make My Own Mistake,,
