Time,Show,Episode
12:00am,Merlin: Part 2 (1998),
12:30am,,
1:00am,,
1:30am,,
2:00am,Superfriends,Wrath Of Brainiac / Reflections In Crime
2:30am,No Honor Among Thieves / Mr. Mxyzptlk & The Magic,
3:00am,Teen Titans,Winner Take All
3:30am,X-Men: Evolution,Sins Of The Son
4:00am,Xiaolin Showdown,In The Flesh
4:30am,Jackie Chan Adventures,Samurai Ratso
5:00am,Duel Masters,A Goblin Shall Lead Them
5:30am,Code Lyoko,Cruel Dilemma
6:00am,Seven Little Monsters,Five-Y/The Big Store
6:30am,Monster by Mistake,Monkey In The Middle
7:00am,Mona the Vampire,Bird Boy / Flower Power
7:30am,Winx Club,The Nightmare Monster
8:00am,Mischief City,Scaredy Pants/Treehouse Follies
8:30am,ChalkZone,Hole in the Wall / The Terrible 2 1/2's / Super Hero Snap / I'm Back and Bluer Than Ever (Song)
9:00am,My Life as a Teenage Robot,A Robot For All Seasons
9:30am,The Adventures of Jimmy Neutron: Boy Genius,Foul Bull/Science Fair Affair
10:00am,Spongebob Squarepants,As Seen On TV / Can You Spare A Dime
10:30am,The Fairly Oddparents,A Mile In My Shoes / Super Bike
11:00am,All Grown Up,Fools Rush In
11:30am,Jacob Two Two,Jacob Two Two & The Pirated Pastry
12:00pm,Being Ian,Greatest Story Never Told
12:30pm,Martin Mystery,The Lost Tribe
1:00pm,Monster by Mistake,World's Collide
1:30pm,Winx Club,The Nightmare Monster
2:00pm,GirlStuff/BoyStuff,Cha Ching/Slam
2:30pm,Mischief City,Scaredy Pants/Treehouse Follie
3:00pm,Yvon of the Yukon,When Love Goes Babs
3:30pm,The Walrus Between Us,
4:00pm,Tales from the Neverending Story: Badge of Courage (2003),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,Drake & Josh,Two Idiots & A Baby
6:30pm,15/Love,Scourge Of Frankenrival
7:00pm,Gilmore Girls,The Break-Up
7:30pm,,
8:00pm,YTV's Hit List,HIT018
8:30pm,,
9:00pm,Girlz TV,Episode 74
9:30pm,Fries with That?,Tiger Man
10:00pm,15/Love,Scourge Of Frankenrival
10:30pm,Radio Active,The Play
11:00pm,Ready or Not,Under One Roof
11:30pm,Tongue Tied,
