Time,Show,Episode,Image
12:06am,The Princess Bride (1987),""
12:30am
1:00am
1:30am
2:00am,Smallville,Velocity,""
2:30am
3:00am,Samurai Jack,Jack In Egypt,""
3:30am,Avatar: The Last Airbender,Chapter 5: The King Of Omashu,""
4:00am,Xiaolin Showdown,The Crystal Glasses,""
4:30am,Teen Titans,The Quest,""
5:00am,Martin Mystery,The Awakening,""
5:30am,Danny Phantom,Maternal Instinct,""
6:00am,Hamtaro,Stucky's Tunnel,""
6:24am,Pingu,Pingu Surfing On The Ice,""
6:30am,Mona the Vampire,Ms.Marvellous / Spelling Bee,""
7:00am,Winx Club,Queen Of Perfection,""
7:30am,Mew Mew Power,Pooltergeist,""
7:59am,"The Adventures of Jimmy Neutron, Boy Genius",Love Potion 9.368,""
8:30am,My Life as a Teenage Robot,Sibling Tsunami / I Was a Preschool Dropout,""
9:00am,The Fairly OddParents,Talkin' Trash / Timmy Tv,""
9:29am,All Grown Up,"It's Karma, Dude",""
9:59am,SpongeBob SquarePants,Krabby Land / The Camping Episode,""
10:29am,Catscratch,Unicorn Club / Go Gomez! Go!,""
11:00am,Jacob Two-Two,Jacob Two-Two and The Bookworm Brouhaha,""
11:30am,Being Ian,The Curse,""
11:59am,Martin Mystery,Web Of the Spider Creature,""
12:29pm,Brady's Beasts,How to Haunt a House / How to Throw a Monster Part,""
1:00pm,Winx Club,Queen Of Perfection,""
1:30pm,Mew Mew Power,Pooltergeist,""
2:00pm,Girlstuff/Boystuff,Style 911 / Eleven Minute Workout,""
2:30pm,Spy Academy,Mission End Evil Education,""
3:00pm,Unfabulous,The Pal,""
3:30pm,The Fresh Prince of Bel-Air,"Not With My Pig, You Don't",""
4:00pm,The NeverEnding Story (1984),""
4:30pm
5:00pm
5:30pm
6:00pm,Hook (1991),""
6:30pm
7:00pm
7:30pm
8:00pm
8:30pm
9:00pm,Mystery Hunters,The Bermuda Triangle - Cave Ghosts,""
9:30pm,Spy Academy,Mission End Evil Education,""
10:00pm,Prank Patrol,Haunted House,""
10:30pm,15/Love,Fortunate Son,""
11:00pm,My Family,The Last Resort,""
11:36pm,Bob and Margaret,A Night In,""
