Time,Show,Episode,Youtube Video ID
12:00am,Smallville,Rosetta,
12:30am,,,
1:00am,Justice League,Metamorphosis (Part 1),
1:30am,Justice League Unlimited,Task Force X,
2:00am,Superfriends,The Iron Cyclops /  The Palette's Perils /  Colossus,
2:30am,Stowaway from Space / The Scaraghosta Sea / The Witch's Arcade,,
3:00am,Teen Titans,The End Parts (Part 3),
3:30am,X-Men: Evolution,The African Storm,
4:00am,Xiaolin Showdown,Chameleon,
4:30am,Jackie Chan Adventures,Shrink Rap,
5:00am,Duel Masters,Shobu Gets Decked,
5:30am,Code Lyoko,Big Bug,
6:00am,Seven Little Monsters,A Monster's Best Friend,
6:30am,Monster By Mistake,Robo Fuzz,
7:00am,Just Jamie,Earry / Sleepy Creepy,
7:30am,Winx Club,The Nightmare Monster,
7:51am,Snailympics,Chip's Trophy,
8:00am,The Fairly OddParents,Catman Meets Crimson Chin,
8:30am,SpongeBob SquarePants,Mermaid Man And Barnacle Boy / Pickles,
9:00am,Hooky / Mermaid Man and Barnacle Boy II,,
9:30am,Mermaid Man and Barnacle Boy III / Squirrel Jokes,,
10:00am,Mermaid Man and Barnacle Boy IV / Doing Time,,
10:30am,Chocolate with Nuts / Mermaid Man and Barnacle Boy V,,
11:00am,All Grown Up!,Miss Nose It All,
11:30am,Jacob Two-Two,Jacob Two-Two and the Molecular Mayhem,
12:00pm,Being Ian,Miss Tween-Age Burnaby,
12:30pm,Martin Mystery,The Awakening,
1:00pm,Monster By Mistake,Curse of the Invisible Man,
1:30pm,Winx Club,The Nightmare Monster,
2:00pm,Girlstuff/Boystuff,The Perfect Match,
2:30pm,Mischief City,Dinner Party / Dress Code,
3:00pm,Brady's Beasts,How to Plug The Loch Ness Leak,
3:15pm,How to Make a Monster Cry,,
3:30pm,Yvon of the Yukon,A Rival's Arrival,
4:00pm,Beethoven's 3rd (2000),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,Drake and Josh,The Gary Grill,
6:30pm,15/Love,"Squib, Inc.",
7:00pm,Mystery Hunters,Ghost Ship / Underground Vaults,
7:30pm,Dark Oracle,Idolized,
8:00pm,Smallville,Visitor,
8:30pm,,,
9:00pm,Zixx: Level One,The Key Ring,
9:30pm,Fries With That?,The Food Critic,
10:00pm,15/Love,"Squib, Inc.",
10:30pm,Radio Active,Fashion Police,
11:00pm,Ready or Not,Prince Charming,
11:30pm,Family Album,,
