Time,Show,Episode,Image
12:00am,Tremors (1990),""
12:30am
1:00am
1:30am
2:00am,Superfriends,The Case Of The Shrinking Superfriends / The Mask,""
2:30am,Darkseid's Golden Trap,""
3:00am,Teen Titans,Betrayal,""
3:30am,X-Men: Evolution,Uprising,""
4:00am,Xiaolin Showdown,Ring Of The Nine Dragons,""
4:30am,Jackie Chan Adventures,The Amazing T-Troop,""
5:00am,Duel Masters,Shobu Gets Decked,""
5:30am,Code Lyoko,Image Problem,""
6:00am,Seven Little Monsters,Monster Trash/Bad Hop,""
6:30am,Monster by Mistake,Robo Fuzz,""
7:00am,Mona the Vampire,9 Lives/Yammering Yam,""
7:30am,Winx Club,Senior Witches Go To Earth,""
8:00am,Mischief City,Mayor Of Mischief/Dizzland,""
8:30am,ChalkZone,The Heist / Battle of the Hands / Chocolate Brunch / Oh My My (Song),""
9:00am,My Life as a Teenage Robot,The Wonderful World of Wizzly / Call Hating,""
9:30am,The Adventures of Jimmy Neutron: Boy Genius,Return Of The Nanobots,""
10:00am,Spongebob Squarepants,Spongebob BC,""
10:30am,The Fairly Oddparents,Tim Visible/That Ol Black Magic,""
11:00am,All Grown Up,Memoirs Of A Finster,""
11:30am,Jacob Two Two,Jacob Two Two & Super Special Skates,""
12:00pm,Being Ian,Snow Fun,""
12:30pm,Martin Mystery,"They Came From The Gateway, Part 1",""
1:00pm,Monster by Mistake,Brotherly Hate,""
1:30pm,Winx Club,Senior Witches Go To Earth,""
2:00pm,GirlStuff/BoyStuff,Cram Session/Listen To The Music,""
2:30pm,Mischief City,Mayor Of Mischief/Dizzland,""
3:00pm,Yvon of the Yukon,Beach Blanket Bozos,""
3:30pm,The Clod Who Would Be Kind,""
4:00pm,Dragonheart: A New Beginning (2000),""
4:30pm
5:00pm
5:30pm
6:00pm,Drake & Josh,Grammy,""
6:30pm,15/Love,"Curve Balls, Part 1",""
7:00pm,Gilmore Girls,The Third Lorelai,""
7:30pm
8:00pm,YTV's Hit List,HIT019,""
8:30pm
9:00pm,Girlz TV,Episode 75,""
9:30pm,Fries with That?,Mini-Ben,""
10:00pm,15/Love,"Curve Balls, Part 1",""
10:30pm,Radio Active,Mr. Moneybags,""
11:00pm,Ready or Not,Just Friends,""
11:30pm,Sweet Thirteen,""
