Time,Show,Episode,Youtube Video ID
12:00am,Samurai Jack,Jack and the Flying Prince and Princess,
12:30am,Spider-Man: The New Animated Series,The Party,
1:00am,Inuyasha,Sesshomaru And Koga: A Dangerous Encounter,
1:30am,.hack//SIGN,Conflict,
2:00am,ReBoot,Medusa Bug,
2:30am,Beasties: Transformers,Feral Scream (Part 1),
3:00am,SD Gundam Force,Ashuramaru: The Old Rival Returns,
3:30am,Dragon Ball GT,A Criminal: Goku Gets on Most Wanted List,
4:00am,Teen Titans,The End Parts (Part 2),
4:30am,Transformers Energon,Wishes,
5:00am,Hamtaro,The Tale of Princess Bijou,
5:30am,Beyblade,Rock Bottom!,
6:00am,Seven Little Monsters,Out of Sight,
6:30am,Monster by Mistake,Monster on Purpose,
7:00am,Transformers Cybertron,Landmine,
7:30am,Battle B'Daman,There's A B-Dabattle In My Soup,
8:00am,Yu-Gi-Oh!,Rise of the Great Beast (Part 2),
8:30am,Beyblade,Beyblade Like An Egyptian,
9:00am,Jackie Chan Adventures,I'll Be A Monkey's Puppet,
9:30am,Xiaolin Showdown,Ring of the Nine Dragons,
10:00am,Danny Phantom,What You Want,
10:30am,Static Shock,Future Shock,
11:00am,Teen Titans,Overdrive,
11:30am,Shaman King,Lenny,
12:00pm,Pokémon: Advanced Challenge,Sky High Gym Battle,
12:30pm,Sonic X,Missile Wrist Rampage,
1:00pm,Video & Arcade Top 10,Episode 29,
1:30pm,Spy Academy,Mission Salt Halt,
2:00pm,Beyblade,Beyblade Like An Egyptian,
2:30pm,Battle B'Daman,There's A B-Dabattle In My Soup,
3:00pm,Transformers Energon,Wishes,
3:30pm,Martin Mystery,Curse of the Necklace,
4:00pm,Balto III: Wings of Change (2004),,
4:30pm,,,
5:00pm,,,
5:30pm,Yvon of the Yukon,Special Duh-Livery,
6:00pm,Martin Mystery,They Come from Outer Space (Part 1),
6:30pm,Being Ian,Piano Man,
7:00pm,Yvon of the Yukon,Pull Your Goalie,
7:30pm,Funpak,Episode 11,
8:00pm,Smallville,Precipice,
8:30pm,,,
9:00pm,Lucas (1986),,
9:30pm,,,
10:00pm,,,
10:30pm,,,
11:00pm,YTV's Hit List,"Season 14, Episode 14",
11:30pm,,,
