Time,Show,Episode,Youtube Video ID
12:00am,Invader ZIM,The Gril Who Cried Gnome / Dibship Rising,
12:30am,Justice League Unlimited,Wake the Dead,
1:00am,Fullmetal Alchemist,To Challenge the Sun,
1:30am,Gundam SEED Destiny,Angry Eyes,
2:00am,Bleach,Episode 1,
2:30am,Eureka Seven,,
3:00am,Paid Programming,,
3:30am,,,
4:00am,,,
4:30am,Team Galaxy,Emperor Brett,
5:00am,Grossology,Owl Most Foul,
5:30am,Battle B-Daman,For a Few B-DaBalls More,
6:00am,Inspector Gadget,,
6:30am,The Amazing Adrenalini Brothers,,
7:00am,Robotboy,The Manchurian Robot / Door to Door,
7:30am,Grossology,Fartzilla,
8:00am,SpongeBob SquarePants,Dying for Pie / Imitation Krabs,
8:30am,The Fairly OddParents,Sleep Over and Over / Mother Nature,
9:00am,Danny Phantom,Urban Jungle,
9:30am,Fantastic Four: World's Greatest Heroes,,
10:00am,,,
10:30am,Team Galaxy,Comet Surfing,
11:00am,Avatar: The Last Airbender,"Journey to Ba Sing Se, Part 2: The Drill",
11:30am,Transformers: Cybertron,Rush,
12:00pm,Monster Warriors,Terror of the Trogolthals,
12:30pm,Yu-Gi-Oh! GX,,
1:00pm,Pokémon: Battle Frontier,Curbing the Crimson Tide!,
1:30pm,Idaten Jump,High Stakes,
2:00pm,Battle B-Daman: Fire Spirits,Youth Carnival,
2:30pm,Shuriken School,Cherry on the Cake,
3:00pm,Martin Mystery,Attack of the Evil Roommate,
3:30pm,Ruby Gloom,Quadragoomia,
4:00pm,Pokémon 4Ever (2002),,
4:30pm,,,
5:00pm,,,
5:00pm,,,
6:00pm,Prank Patrol,Spy Kid,
6:30pm,Ghost Trackers,The Ghosts of Mackenzie House,
7:00pm,Princess Mononoke (1997),,
7:30pm,,,
8:00pm,,,
8:30pm,,,
9:00pm,,,
9:30pm,,,
10:00pm,Naruto,Battle on the Bridge,
10:30pm,InuYasha,Tsubaki's Evil Spell,
11:00pm,Gundam Seed,Crossroads,
11:30pm,Shadow Raiders,Against All Odds,
