Time,Show,Episode,Image
12:00am,Get Smart,"",""
12:30am,Bonanza,"",""
1:00am
1:30am,Rocky and Bullwinkle,"",""
2:00am,Positive Parenting,"",""
2:30am
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,"","",""
5:30am,"","",""
6:00am,Alphabet Soup,"",""
6:30am,Let's Go,"",""
7:00am,Pollywog,"",""
7:30am,The Edison Twins,"",""
7:55am,Picture Pages,"",""
8:00am,Generation Gap,"",""
8:30am,Let Me Prove It,"",""
9:00am,Marie Soleil,"",""
9:30am,Waterville Gang,"",""
10:00am,Willy and Floyd,"",""
10:30am,Gigglesnort Hotel,"",""
10:55am,Picture Pages,"",""
11:00am,Time To Read - Simon and the Witch,"",""
11:30am,Paul Hann and Friends,"",""
12:00pm,You Can't Do That On Television,"",""
12:30pm,Jem,"",""
1:00pm,Take Part,"",""
1:30pm,Snelgrove Snail,"",""
2:00pm,Yes You Can,"",""
2:25pm,Picture Pages,"",""
2:30pm,Just Like Mom,"",""
3:00pm,Circus,"",""
3:30pm,Camp Cariboo,"",""
4:00pm,Doctor Who,"",""
4:30pm,The Muppet Show,"",""
5:00pm,Teenage Mutant Ninja Turtles,"",""
5:30pm,Get Smart,"",""
6:00pm,Rocky and Bullwinkle,"",""
6:30pm,Rock 'n Talk,"",""
7:00pm
7:30pm,You Can't Do That On Television,"",""
8:00pm,The Littlest Hobo,"",""
8:30pm,The New Leave It To Beaver,"",""
9:00pm,Hamilton's Quest,"",""
9:30pm,Positive Parenting,"",""
10:00pm
10:30pm,Smith and Smith,"",""
11:00pm,That's Incredible,"",""
11:30pm,Wildside,"",""
